business_name,category,lic_code,street_address,State,City,zipcode,business_start_date,business_end_date,neighborhoods,business_location,supervisor_district,Lifespan,closed,age_if_opened
Nami,Food Services,Multiple,1830 Irving St,CA,San Francisco,94122.0,05/10/2016,,,"1830 IRVING ST
SAN FRANCISCO, CA 94122
(37.763549, -122.477773)",,,no,813.0
Celias No 1 Restaurant,Food Services,,4019 Judah St,CA,San Francisco,94122.0,06/29/1973,,Sunset/Parkside,,4.0,,no,16469.0
Hawker Eats,Food Services,,1650 Balboa St,CA,San Francisco,94121.0,10/20/2014,06/28/2017,Outer Richmond,"1650 BALBOA ST
SAN FRANCISCO, CA 94121
(37.776641, -122.476811)",1.0,982.0,yes,
Eurest-Ibm Warming Kitchen,Food Services,Catering Facility,505 Howard St,CA,San Francisco,94105.0,10/01/1968,,Financial District/South Beach,,6.0,,no,18201.0
Hinodeya,Food Services,"Restaurant Greater Than 2,000 Sqft",1737 Buchanan St,CA,San Francisco,94115.0,07/01/2016,,,,,,no,761.0
The Argentum Project,Food Services,"Restaurant 1,000 - 2,000 Sqft",47 6th St,CA,San Francisco,94103.0,07/01/2016,,South of Market,,6.0,,no,761.0
Wild Sushi Inc,Food Services,,1524 Irving St,CA,San Francisco,94122.0,07/01/2016,10/31/2017,Inner Sunset,,5.0,487.0,yes,
Premium Outlet Loop,Food Services,,1201 9th Ave,CA,San Francisco,94112.0,12/31/2014,,,,,,no,1309.0
Fueling Station,Food Services,"Restaurant Less Than 1,000 Sqft",2436 Polk St,CA,San Francisco,94109.0,05/13/2011,,,,,,no,2637.0
Willie's Delish Delights,Food Services,,1621 Mcallister St,CA,San Francisco,94115.0,06/30/2016,,Western Addition,,5.0,,no,762.0
Local Cafe,Food Services,,780 6th Ave,CA,San Francisco,94118.0,07/01/2016,05/31/2018,Inner Richmond,,1.0,699.0,yes,
The Nature Stop,Food Services,Multiple,1336 Grant Ave,CA,San Francisco,94133.0,07/01/2016,,,,,,no,761.0
Noon-All Day,Food Services,"Restaurant 1,000 - 2,000 Sqft",690 Indiana St,CA,San Francisco,94107.0,07/05/2016,,Potrero Hill,,10.0,,no,757.0
Pete's Deli Cafe/bay State Market,Food Services,,4678 Stratford Ave,CA,Fremont,94538.0,07/01/2016,08/12/2016,,,,42.0,yes,
Eclectic Cookery,Food Services,,110 Robinson St,CA,San Francisco,94124.0,07/05/2016,,,,,,no,757.0
L'ottavo Ristorante,Food Services,,692 Sutter St,CA,San Francisco,94102.0,07/05/2016,11/14/2016,,,,132.0,yes,
Foodie,Food Services,"Restaurant Less Than 1,000 Sqft",133 6th St,CA,San Francisco,94103.0,06/27/2016,,,"133 6TH ST
SAN FRANCISCO, CA 94103
(37.780433, -122.408048)",,,no,765.0
Sweet Basil Thai Cuisine,Food Services,"Restaurant Less Than 1,000 Sqft",3221 Mission St,CA,San Farancisco,94110.0,07/01/2016,,,,,,no,761.0
Tamales Martha,Food Services,Storage & Use Of Flammable Or Combustible Liquids,5922 Bromley Ave,CA,Oakland,94621.0,02/01/2015,,,"5922 BROMLEY AVE
OAKLAND, CA 94621
(37.766801, -122.196015)",,,no,1277.0
San Francisco Cajun Co,Food Services,,1566 Carroll Ave,CA,San Francisco,94124.0,07/01/2016,,,,,,no,761.0
Cholo Soy,Food Services,"Restaurant Less Than 1,000 Sqft",2301 Mission St,CA,San Francisco,94110.0,07/06/2016,,Mission,,9.0,,no,756.0
Bobo Drinks,Food Services,"Restaurant 1,000 - 2,000 Sqft",245 Jefferson St,CA,San Francisco,94133.0,07/06/2016,,North Beach,,3.0,,no,756.0
Get Fresh Sf!,Food Services,Mobile Food Facility 4,2828 Jones St,CA,San Francisco,94133.0,04/13/2016,,,,,,no,840.0
The Grub-Bies,Food Services,,303 Sacramento St,CA,Sanfrancisco,94111.0,07/05/2016,,,,,,no,757.0
La Floridita Commercial Kitchen,Food Services,,710 Florida St Fl 2,CA,San Francisco,94110.0,07/01/2016,,Mission,,9.0,,no,761.0
Michael Jones,Food Services,,74 6th St #503,CA,San+francisco,94103.0,07/07/2016,,,,,,no,755.0
"Cafa"" De La Diaspora",Food Services,,1474 Innes Ave,CA,San Francisco,94124.0,07/07/2016,,,,,,no,755.0
Western Donut,Food Services,,2034 Mission St,CA,San Francisco,94110.0,06/29/2016,,,,,,no,763.0
Madsky,Food Services,,515 Ofarrell St #23,CA,San+francisco,94102.0,07/08/2016,,,,,,no,754.0
Split Bread,Food Services,"Restaurant 1,000 - 2,000 Sqft",2300 Polk St,CA,San Francisco,94109.0,08/01/2012,,,,,,no,2191.0
Dancing Bull,Food Services,"Restaurant 1,000 - 2,000 Sqft",4217 Geary Blvd,CA,San Francisco,94118.0,07/08/2016,,,,,,no,754.0
Folsom Street,Food Services,,74 6th Street St Apt 212,CA,San Francisco,94103.0,07/08/2016,,South of Market,,6.0,,no,754.0
Chicken Coup Llc,Food Services,,75 Oak Grove St,CA,San Francisco,94107.0,06/01/2016,,South of Market,,6.0,,no,791.0
Limoncello,Food Services,Multiple,1400 Sutter St,CA,San Francisco,94109.0,07/01/2016,,Western Addition,,2.0,,no,761.0
Little Nepal Restaurant,Food Services,,925 Cortland Ave,CA,San Francisco,94110.0,07/11/2016,05/30/2017,Bernal Heights,,9.0,323.0,yes,
Me & Mo Food Llc,Food Services,,160 14th St,CA,San Francisco,94110.0,07/01/2015,09/30/2016,,,,457.0,yes,
Macha Cafe,Food Services,"Restaurant Less Than 1,000 Sqft",1355 Sutter St,CA,San Francisco,94109.0,07/01/2016,,,,,,no,761.0
Wooden,Food Services,"Restaurant Less Than 1,000 Sqft",862 Cole St,CA,San Francisco,94117.0,07/06/2016,,,,,,no,756.0
Eureka House Inc,Food Services,,563 Ruger St,CA,San+francisco,94129.0,06/25/2010,,,,,,no,2959.0
Fang Yuan Kitchen,Food Services,,31 Cambon Dr,CA,San Francisco,94132.0,07/08/2016,08/02/2017,,,,390.0,yes,
Bubble Tea 4 You,Food Services,,714 Kearny St,CA,San Francisco,94108.0,07/08/2016,,Chinatown,,3.0,,no,754.0
Jamba Juice,Food Services,,500 Parnassus Ave,CA,San Francisco,94619.0,10/28/2015,,,,,,no,1008.0
Juice Hero Inc,Food Services,,8 Tenth St #412,CA,San+francisco,94103.0,07/13/2016,,,,,,no,749.0
Da Flora Llc,Food Services,,701 Columbus Ave,CA,San Francisco,94133.0,05/18/2016,,,"701 COLUMBUS AVE
SAN FRANCISCO, CA 94133
(37.801326, -122.411727)",,,no,805.0
Dim Sum Kitchen Inc,Food Services,"Restaurant 1,000 - 2,000 Sqft",2520 San Bruno Ave,CA,San Francisco,94134.0,07/13/2016,,,,,,no,749.0
Menderin Snigorenko,Food Services,,2110 28 Ave,CA,San Francisco,94116.0,12/17/2014,,Sunset/Parkside,,4.0,,no,1323.0
Petite Fete,Food Services,Caterer,2948 Folsom St,CA,San Francisco,94110.0,03/24/2016,02/28/2018,,,,706.0,yes,
Everyday Inc,Food Services,,Fort Mason,CA,San+francisco,94123.0,05/08/1992,,,,,,no,9581.0
Sweet Sydney's,Food Services,,2530 Clay St,CA,San Francisco,94115.0,09/01/2013,,Pacific Heights,"2530 CLAY ST
SAN FRANCISCO, CA 94115
(37.790645, -122.434837)",2.0,,no,1795.0
Francisca's,Food Services,"Restaurant 1,000 - 2,000 Sqft",3047 Mission St,CA,San Francisco,94110.0,05/03/2013,,Mission,"3047 MISSION ST
San Francisco, CA 94110
(37.748436, -122.418108)",9.0,,no,1916.0
Cafac De La Diaspora,Food Services,,1474 Innes Ave,CA,San Francisco,94124.0,07/07/2016,,,,,,no,755.0
Diana's Catering,Food Services,,1250 46th Ave Apt B,CA,San Francisco,94122.0,07/13/2016,,Sunset/Parkside,,4.0,,no,749.0
Revenge Pies,Food Services,,718 14th St,CA,San Francisco,94114.0,11/15/2015,,,,,,no,990.0
K-Oz Restaurant Brewery,Food Services,Multiple,121 7th St,CA,San Francisco,94103.0,04/26/2016,,,"121 7TH ST
SAN FRANCISCO, CA 94103
(37.778474, -122.410044)",,,no,827.0
Red's Java House Inc,Food Services,"Restaurant Less Than 1,000 Sqft",30 Pier,CA,San+francisco,94133.0,07/01/2016,,,,,,no,761.0
The Bartender Truck,Food Services,,5420 Fulton St,CA,San Francisco,94121.0,05/01/2011,,,,,,no,2649.0
Chipotle Mexican Grill #2828,Food Services,,400 Howard St Ste 110,CA,San Francisco,94105.0,07/15/2016,10/19/2017,Financial District/South Beach,,6.0,461.0,yes,
Naan N Curry,Food Services,,2154 Mission St,CA,San Francisco,94110.0,07/15/2016,03/22/2017,,,,250.0,yes,
Foh Consulting,Food Services,,737 Post St 415,CA,San Francisco,94109.0,07/15/2016,,,,,,no,747.0
Mocha Cafe,Food Services,,1355 Sutter St,CA,San Francisco,94109.0,07/01/2016,,,,,,no,761.0
Halal Sf Gyro,Food Services,,1390 Market St,CA,San Francisco,94102.0,07/18/2016,03/05/2018,,,,595.0,yes,
Hinata Sushi,Food Services,"Restaurant 1,000 - 2,000 Sqft",810 Van Ness Ave,CA,San Francisco,94109.0,07/01/2014,,,,,,no,1492.0
Bon Nene,Food Services,"Restaurant Less Than 1,000 Sqft",2850 21st St,CA,San Francisco,94110.0,07/18/2016,,,,,,no,744.0
Lchaim Foods,Food Services,Caterer,1851 Noriega St,CA,San Francisco,94122.0,07/01/2016,,Sunset/Parkside,,4.0,,no,761.0
Homegrown Sustainable Sandwiches,Food Services,"Restaurant 1,000 - 2,000 Sqft",222 Battery St,CA,San Francisco,94111.0,07/19/2016,,Financial District/South Beach,,3.0,,no,743.0
Guerrero Food Market,Food Services,Multiple,1546 Guerrero Blvd,CA,San+francisco,94110.0,06/23/2016,,,,,,no,769.0
Sfdawat,Food Services,,533 Jackson St,CA,San Francisco,94133.0,07/19/2016,,,,,,no,743.0
Sichuan Table Inc,Food Services,,4401 Balboa St,CA,San Francisco,94121.0,07/01/2015,04/15/2017,,"4401 BALBOA ST
SAN FRANCISCO, CA 94121
(37.775324, -122.506125)",,654.0,yes,
Reverb Kitchen & Bar,Food Services,,2323 Polk St,CA,San Francisco,94109.0,10/02/2013,04/10/2016,Russian Hill,,3.0,921.0,yes,
Jackson Kim,Food Services,,1124 Victory Lane,CA,Concord,94520.0,07/20/2016,12/04/2016,,,,137.0,yes,
Sugarcraft Bakeshop,Food Services,Cottage Food Kitchen - Tier B (Indirect Sales),2786 Mcallister St,CA,San Francisco,94118.0,07/20/2016,,Lone Mountain/USF,,1.0,,no,742.0
The Boneyard,Food Services,Mobile Food Facility 5,526 Vidal Dr,CA,San Francisco,94132.0,01/01/2016,,,,,,no,943.0
Spices Restaurant,Food Services,"Restaurant 1,000 - 2,000 Sqft",291 6th Ave,CA,San Francisco,94118.0,02/01/2011,,,,,,no,2738.0
San Francisco Hall Of Justice-7th Floor Kitchen,Food Services,,850 Bryant St,CA,San Francisco,94103.0,07/01/2016,,,,,,no,761.0
Teaspoon,Food Services,"Restaurant Less Than 1,000 Sqft",2125 Polk St,CA,San Francisco,94109.0,07/20/2016,,,,,,no,742.0
Iza Ramen,Food Services,"Restaurant Greater Than 2,000 Sqft",1155 Folsom St,CA,San Francisco,94117.0,03/11/2015,,,,,,no,1239.0
Little Heaven Deli,Food Services,"Restaurant Less Than 1,000 Sqft",2348 Mission St,CA,San Francisco,94110.0,05/03/2016,,,"2348 MISSION ST
SAN FRANCISCO, CA 94110
(37.759451, -122.419127)",,,no,820.0
Love Joy,Food Services,,1351 Church St,CA,San Francisco,94114.0,07/22/2016,,,,,,no,740.0
Aliotos,Food Services,,2829 Taylor St,CA,San Francisco,94133.0,10/01/1968,,North Beach,,3.0,,no,18201.0
Terra Cotta Warrior,Food Services,"Restaurant 1,000 - 2,000 Sqft",2555 Judah St,CA,San Francisco,94122.0,07/25/2016,,,,,,no,737.0
Rm 212,Food Services,"Restaurant 1,000 - 2,000 Sqft",690 Sacramento St Bldg,CA,San Francisco,94111.0,07/25/2016,,Chinatown,,3.0,,no,737.0
Peet's Coffee & Tea,Food Services,"Restaurant Less Than 1,000 Sqft",121 Spear St,CA,San Francisco,94105.0,01/01/1989,,,,,,no,10804.0
Palette Sf,Food Services,,2515 Sacramento St,CA,San Francisco,94115.0,07/01/2016,,Pacific Heights,,2.0,,no,761.0
The Deli King,Food Services,"Restaurant Less Than 1,000 Sqft",1143 Taraval St,CA,San Francisco,94116.0,07/25/2016,,,,,,no,737.0
Deccan Spice By M&m,Food Services,"Restaurant Less Than 1,000 Sqft",1142 Valencia St,CA,San Francisco,94110.0,01/04/2016,,,,,,no,940.0
Palazzo Concessions,Food Services,,440 Davis Court Ct 1521,CA,San Francisco,94111.0,01/01/2016,,Financial District/South Beach,,3.0,,no,943.0
Poke Shack,Food Services,Multiple,2001 Lawton St 1,CA,San Francisco,94122.0,07/21/2016,,Sunset/Parkside,,4.0,,no,741.0
Kokio Republic,Food Services,,1635 47th Ave,CA,San Francisco,94122.0,07/01/2016,11/01/2017,,,,488.0,yes,
Hunan House,Food Services,"Restaurant Greater Than 2,000 Sqft",826 Washington St,CA,San Francisco,94108.0,05/15/2012,,,,,,no,2269.0
Commissary: Sabella And La Torre Seafoods,Food Services,Commissary,Pier 45 Shed B,CA,San+francisco,94133.0,10/01/1984,,,,,,no,12357.0
Rice Garden,Food Services,,1515 Sloat Blvd,CA,San Francisco,94132.0,11/12/1997,,,,,,no,7567.0
Kio Ramen,Food Services,"Restaurant Less Than 1,000 Sqft",3528 Balboa St,CA,San Francisco,94121.0,02/12/2015,,Outer Richmond,,1.0,,no,1266.0
Stanza Coffee,Food Services,"Restaurant 1,000 - 2,000 Sqft",3126 16th St,CA,San Francisco,94103.0,03/01/2010,,,,,,no,3075.0
Oh La La Cake Creations,Food Services,,2134 Van Ness Ave,CA,San Francisco,94109.0,06/04/2015,,,,,,no,1154.0
Uncle Boy's,Food Services,"Restaurant Less Than 1,000 Sqft",245 Balboa St,CA,San Francisco,94118.0,07/01/2016,,,,,,no,761.0
Karmasous,Food Services,,576 Shotwell St #3,CA,San Francisco,94110.0,07/27/2016,11/01/2017,,,,462.0,yes,
Aatame Llc Dba Wetzel's Pretz,Food Services,Multiple,3251 20th Ave 102,CA,San Francisco,94132.0,08/03/2015,,Lakeshore,,7.0,,no,1094.0
Taiwan Bento,Food Services,,412 22nd St,CA,Oakland,94612.0,07/28/2016,06/30/2017,,,,337.0,yes,
Bao Town,Food Services,,412 22nd St,CA,Oakland,94612.0,07/28/2016,06/30/2017,,,,337.0,yes,
Baoish,Food Services,,412 22nd St,CA,Oakland,94612.0,07/28/2016,06/30/2017,,,,337.0,yes,
Yerba Buena Tea Co,Food Services,Caterer Retail Food Vehicles,1 Ferry Building,CA,San Francisco,94111.0,07/13/2016,,,,,,no,749.0
Bulldog Coffee Llc,Food Services,,888 Brannan St,CA,San Francisco,94103.0,07/27/2016,,,,,,no,735.0
Yerba Buena Tea Co,Food Services,,200 Clement St,CA,San Francisco,94118.0,07/13/2016,,,,,,no,749.0
Flying Pig,Food Services,,2278 Westborough Blvd Blvd,CA,South+san+francisco,94080.0,06/22/2016,,,,,,no,770.0
Lady Saigon,Food Services,,110 Robinson St 110,CA,San+francisco,94124.0,07/10/2015,,,,,,no,1118.0
Banh Mi On Wheels,Food Services,Multiple,110 Robinson St 110,CA,San Francisco,94124.0,07/10/2015,,,,,,no,1118.0
Chipotle Mexican Grill #2828,Food Services,"Restaurant Greater Than 2,000 Sqft",400 Howard St 110,CA,San Francisco,94105.0,04/06/2001,,,,,,no,6326.0
Cherimoya 2,Food Services,"Restaurant Less Than 1,000 Sqft",2110 Irving St,CA,San Francisco,94122.0,08/01/2016,12/24/2017,,,,510.0,yes,
Mozzeria (Mobile Food Truck),Food Services,Multiple,3228 16th St,CA,San Francisco,94103.0,08/27/2007,,Mission,,8.0,,no,3992.0
Crepe Madame Corporation,Food Services,Mobile Food Facility 5,160 14th St,CA,San Francisco,94103.0,07/29/2014,,Mission,,9.0,,no,1464.0
Firewood-Temp1,Food Services,,123 Second St,CA,San Francisco,94965.0,07/18/2016,,,,,,no,744.0
Los Machetes,Food Services,,1080 Eddy St #105,CA,San+francisco,94109.0,08/02/2016,,,,,,no,729.0
Global Desserts,Food Services,,2000 Post St #165,CA,San Francisco,94115.0,08/02/2016,,,,,,no,729.0
Us4us,Food Services,,2000 Post St #165,CA,San+francisco,94115.0,08/02/2016,,,,,,no,729.0
Elote Man,Food Services,,101 Crescent Way 2107,CA,San Francisco,94134.0,07/01/2016,07/24/2018,Bayview Hunters Point,,10.0,753.0,yes,
Genji Sushi Pth,Food Services,"Restaurant Less Than 1,000 Sqft",450 Rhode Island St,CA,San Francisco,94107.0,01/02/2013,,,"450 RHODE ISLAND ST
SAN FRANCISCO, CA 94107
(37.764136, -122.402518)",,,no,2037.0
San Francisco Hall Of Justice-7th Floor Kitchen,Food Services,,850 Bryant St 7th Fl,CA,San Francisco,94103.0,07/01/2016,,South of Market,,6.0,,no,761.0
Chez Bobo,Food Services,,1028 Market St,CA,San Francisco,94102.0,06/04/2014,,,,,,no,1519.0
Faultline Coffee,Food Services,,1788 Fell St Apt,CA,San Francisco,94117.0,08/03/2016,,Lone Mountain/USF,,5.0,,no,728.0
Agricole Ii Llc,Food Services,,355 11th St Ste 100,CA,San Francisco,94103.0,07/26/2016,,South of Market,,6.0,,no,736.0
Il Pastaio,Food Services,,1266 Julian St,CA,San+jose,95116.0,07/01/2016,,,,,,no,761.0
Village House,Food Services,"Restaurant 1,000 - 2,000 Sqft",3398 Balboa St,CA,San Francisco,94121.0,08/01/2016,,,,,,no,730.0
Fang Yuan Restaurant,Food Services,,31 Cambon Dr,CA,San Francisco,94132.0,07/08/2016,08/02/2017,,,,390.0,yes,
Salt Pt Meat Share,Food Services,,9 Cypress St,CA,San Francisco,94110.0,08/04/2016,,Mission,,9.0,,no,727.0
La Casa,Food Services,,1903 18th Avenue,CA,San Francisco,94116.0,08/01/2016,,Inner Sunset,,7.0,,no,730.0
Katani Pizza,Food Services,"Restaurant Less Than 1,000 Sqft",2077 Hayes St,CA,San Francisco,94117.0,08/04/2016,,,,,,no,727.0
Candicake,Food Services,,167 Leland Ave,CA,San Francisco,94134.0,01/05/2015,,,"167 LELAND AVE
SAN FRANCISCO, CA 94134
(37.71242, -122.406961)",,,no,1304.0
Happy Basket,Food Services,,119 Pecks Ln,CA,South+san+francisco,94080.0,01/15/1998,,,,,,no,7503.0
Pressed Juicery,Food Services,,1 Market St U-1,CA,San Francisco,94105.0,12/01/2012,,Financial District/South Beach,,3.0,,no,2069.0
Flip Dough,Food Services,,1450 Cayuga Ave,CA,San Francisco,94112.0,08/01/2016,04/16/2018,,,,623.0,yes,
Early To Rise,Food Services,,706 9th Ave,CA,San Francisco,94118.0,08/04/2016,,Inner Richmond,,1.0,,no,727.0
Rusted Mule,Food Services,"Restaurant Greater Than 2,000 Sqft",1217 Sutter St,CA,San Francisco,94109.0,08/08/2016,,,,,,no,723.0
Namu Stonepot,Food Services,,513 Divisadero St,CA,San Francisco,94110.0,08/01/2016,,Hayes Valley,,5.0,,no,730.0
280 Newhall St,Food Services,,280 Newhall St,CA,San Francisco,94124.0,08/08/2016,,,,,,no,723.0
Bob's Falafel & Shawarma,Food Services,,2859 Mission St,CA,San Francisco,94110.0,08/08/2016,08/08/2016,,,,0.0,yes,
Pipo's Grill,Food Services,Storage & Use Of Flammable Or Combustible Liquids,1800 Folsom St,CA,San Francisco,94103.0,06/06/2016,,,"1800 FOLSOM ST
SAN FRANCISCO, CA 94103
(37.767892, -122.415563)",,,no,786.0
Tahini,Food Services,"Restaurant 1,000 - 2,000 Sqft",2859 Mission St,CA,San Francisco,94110.0,08/08/2016,,,,,,no,723.0
Mission Bay Conf Center Aramark,Food Services,,1675 Owens St 251,CA,San Francisco,94128.0,01/01/2002,,,,,,no,6056.0
Poets Cafe,Food Services,,100 Larkin St,CA,San Francisco,94102.0,06/06/2016,06/06/2016,Tenderloin,"100 LARKIN ST
SAN FRANCISCO, CA 94102
(37.778989, -122.416672)",6.0,0.0,yes,
Dba Gilly Vending Inc,Food Services,,990 166 St,FL,Miami,33169.0,07/07/2016,,,,,,no,755.0
Mister Jiu's,Food Services,Places Of Public Assembly & Open-Air Assembly,731 Grant Ave,CA,San Francisco,94108.0,08/19/2015,,Chinatown,,3.0,,no,1078.0
Beijing Pancake,Food Services,,1591 Stilwell Rd F,CA,San Francisco,94129.0,08/09/2016,05/31/2017,Presidio,,2.0,295.0,yes,
Yerba Buena Tea Co,Food Services,,3251 20th Ave,CA,San Francisco,94132.0,07/13/2016,,,,,,no,749.0
Jamba Juice,Food Services,"Restaurant Less Than 1,000 Sqft",170 O'farrell St,CA,San Francisco,94105.0,10/28/2015,,,,,,no,1008.0
Little Swan Bakery,Food Services,,1249 Stockton St,CA,San Francisco,94133.0,08/05/2016,05/05/2017,,,,273.0,yes,
Tacorea,Food Services,"Restaurant Less Than 1,000 Sqft",809 Bush St,CA,San Francisco,94108.0,06/08/2016,,Nob Hill,"809 BUSH ST
San Francisco, CA 94108
(37.789936, -122.410575)",3.0,,no,784.0
Piece Of Heaven,Food Services,"Restaurant Less Than 1,000 Sqft",1380 Sutter St,CA,San Francisco,94109.0,08/10/2016,,,,,,no,721.0
Mars Baking,Food Services,,1903 18th Ave,CA,San Francisco,94116.0,08/01/2016,,Inner Sunset,,7.0,,no,730.0
Loma Linda Taco Truck,Food Services,Mobile Food Facility 5,2509 Bayshore Blvd,CA,San Francisco,94134.0,08/10/2016,,Bayview Hunters Point,,10.0,,no,721.0
Jamba Juice,Food Services,Take-Out Establishment,3251 20th Ave 169,CA,San Francisco,94132.0,10/28/2015,,Lakeshore,,7.0,,no,1008.0
Sugarhill Kitchen,Food Services,Multiple,1449 Lombard St,CA,San Francisco,94123.0,03/15/2011,,Marina,"1449 LOMBARD ST
SAN FRANCISCO, CA 94123
(37.801155, -122.425473)",2.0,,no,2696.0
The Market Hall,Food Services,Multiple,185 Channel St,CA,San Francisco,94158.0,03/11/2016,,,,,,no,873.0
Club Deluxe,Food Services,,Haight St,CA,San Francisco,94117.0,07/01/2016,08/31/2016,,,,61.0,yes,
Poke Theory,Food Services,,2040 Buena Vista Ave Apt B,CA,Alameda,94501.0,08/11/2016,12/12/2016,,,,123.0,yes,
El Meson De Violeta,Food Services,Caterer,2948 Folsom St,CA,San Francisco,94110.0,08/11/2016,,,,,,no,720.0
Neem,Food Services,Caterer,2948 Folsom St,CA,San Francisco,94110.0,03/29/2016,05/15/2017,,,,412.0,yes,
Silver Star Deli,Food Services,,361 Pacific Ave,CA,San Francisco,94111.0,05/01/2012,,Chinatown,,3.0,,no,2283.0
"Surf And Turf, Llc",Food Services,,318 Columbus Ave Apt,CA,San Francisco,94133.0,06/11/2016,,North Beach,"318 COLUMBUS AVE
APT SAN FRANCISCO, CA 94133
(37.798291, -122.407237)",3.0,,no,781.0
Lao Table,Food Services,"Restaurant Greater Than 2,000 Sqft",149 2nd St,CA,San Francisco,94105.0,11/01/2008,,,,,,no,3560.0
Keeva Indian Kitchen,Food Services,"Restaurant 1,000 - 2,000 Sqft",908 Clement St,CA,San Francisco,94118.0,08/12/2016,,,,,,no,719.0
Doughnut Dolly,Food Services,,1522 6th St Unit A,CA,Berkeley,94710.0,05/01/2016,,,,,,no,822.0
Juicy Jane,Food Services,,925 Larkin St,CA,San Francisco,94109.0,10/13/2010,,Tenderloin,,6.0,,no,2849.0
Panuchos,Food Services,"Restaurant Less Than 1,000 Sqft",620 Broadway,CA,San Francisco,94133.0,08/02/2016,,,,,,no,729.0
Jane On Fillmore,Food Services,,2123 Fillmore St,CA,San Francisco,94115.0,10/13/2010,,Pacific Heights,,2.0,,no,2849.0
Berner Rosen Baking,Food Services,,1315 8th Ave,CA,San Francisco,94122.0,04/10/2014,,Inner Sunset,,5.0,,no,1574.0
Steep Hill Foods,Food Services,Cottage Food Kitchen - Tier B (Indirect Sales),567 Liberty Street,CA,San Francisco,94114.0,08/15/2016,,Castro/Upper Market,,8.0,,no,716.0
The Boba Shop,Food Services,"Restaurant Less Than 1,000 Sqft",2071 3rd St,CA,San Francisco,94107.0,07/16/2016,,,,,,no,746.0
Halal Sf Gyro,Food Services,Mobile Food Facility 4,1301 Market St,CA,San Francisco,94102.0,07/18/2016,03/05/2018,,,,595.0,yes,
280 Newhall St,Food Services,,280 Newhall St,CA,San Francisco,94124.0,08/01/2016,,,,,,no,730.0
Chao Yan Lee,Food Services,,2601 46th Ave,CA,San Francisco,94116.0,07/21/2016,05/21/2017,Sunset/Parkside,,4.0,304.0,yes,
2030 Union Street Llc,Food Services,Places Of Public Assembly & Open-Air Assembly,2030 Union St,CA,San Francisco,94123.0,08/16/2016,,,,,,no,715.0
San Francisco,Food Services,,250 San Mateo Road #20,CA,Half+moon+bay,94019.0,07/08/2016,,,,,,no,754.0
Sing Vang,Food Services,,2342 Clement St,CA,San Francisco,94121.0,06/13/2016,,,,,,no,779.0
Evas Coffee,Food Services,"Restaurant Less Than 1,000 Sqft",1443 Lombard St,CA,San Francisco,94123.0,08/17/2016,03/11/2018,Marina,,2.0,571.0,yes,
Juice Craze,Food Services,"Restaurant Less Than 1,000 Sqft",3251 20th Ave #5517,CA,San+francisco,94132.0,06/16/2016,,,"3251 20TH AVE
SAN FRANCISCO, CA 94132
(37.727905, -122.475605)",,,no,776.0
Casa Sanchez Sf Dist.,Food Services,,250 Napoleon St #M,CA,San Francisco,94124.0,08/01/2016,,,,,,no,730.0
Casa Sanchez Food Sf,Food Services,,250 Napoleon St #M,CA,San+francisco,94124.0,08/01/2016,,,,,,no,730.0
Love-Crumbs Llc,Food Services,,1075 Sutter St,CA,San Francisco,94109.0,08/13/2016,06/30/2018,Nob Hill,,3.0,686.0,yes,
