business_name,lic_code,street_address,business_start_date,business_end_date,Lifespan,isClosed,full_address,business_id,name,district,MA,year,latitude,longitude,tract,GEOID10,link,HC01_VC05,HC01_VC113,HC01_VC115,HC01_VC117,HC01_VC121,HC01_VC28,HC01_VC36,HC01_VC41,HC01_VC42,HC01_VC43,HC01_VC44,HC01_VC50,HC01_VC51,HC01_VC52,HC01_VC53,HC01_VC54,HC01_VC55,HC01_VC56,HC01_VC57,HC01_VC58,HC01_VC59,HC01_VC60,HC01_VC61,HC01_VC62,HC01_VC67,HC01_VC68,HC01_VC69,HC01_VC85,HC01_VC86,HC01_VC89,HC01_VC99,HC03_VC05,HC03_VC13,HC03_VC156,HC03_VC28,HC03_VC41,HC03_VC42,HC03_VC43,HC03_VC44,HC03_VC45,HC03_VC50,HC03_VC51,HC03_VC52,HC03_VC53,HC03_VC54,HC03_VC55,HC03_VC56,HC03_VC57,HC03_VC58,HC03_VC59,HC03_VC60,HC03_VC61,HC03_VC62,HC03_VC67,HC03_VC68,HC03_VC69,HC03_VC75,HC03_VC76,HC03_VC77,HC03_VC78,HC03_VC79,HC03_VC80,HC03_VC81,HC03_VC82,HC03_VC83,HC03_VC84,HD01_S001,HD01_S020,HD01_S026,HD01_S045,HD01_S051,HD01_S070,HD01_S151,HD01_S169,HD01_S170,HD01_S171,HD01_S180,HD01_S181,HD01_S184,HD02_S026,HD02_S051,HD02_S151,HD02_S170,HD02_S171,HD02_S180,HD02_S181,HD02_S184,Opening_year,Closing_year,Opening_month,Closing_month,input_string,price_level,rating,business_name.1,Q1_16_Nature_Exp,Q2_16_Nature_Exp,Q3_16_Nature_Exp,Q4_16_Nature_Exp,Q1_17_Nature_Exp,Q2_17_Nature_Exp,Q3_17_Nature_Exp,Q4_17_Nature_Exp,Q1_16_Family_Fun,Q2_16_Family_Fun,Q3_16_Family_Fun,Q4_16_Family_Fun,Q1_17_Family_Fun,Q2_17_Family_Fun,Q3_17_Family_Fun,Q4_17_Family_Fun,Q1_16_Healthy_Lifestyle,Q2_16_Healthy_Lifestyle,Q3_16_Healthy_Lifestyle,Q4_16_Healthy_Lifestyle,Q1_17_Healthy_Lifestyle,Q2_17_Healthy_Lifestyle,Q3_17_Healthy_Lifestyle,Q4_17_Healthy_Lifestyle,Q1_16_Nightlife_Hotspot,Q2_16_Nightlife_Hotspot,Q3_16_Nightlife_Hotspot,Q4_16_Nightlife_Hotspot,Q1_17_Nightlife_Hotspot,Q2_17_Nightlife_Hotspot,Q3_17_Nightlife_Hotspot,Q4_17_Nightlife_Hotspot,Q1_16_Artsy,Q2_16_Artsy,Q3_16_Artsy,Q4_16_Artsy,Q1_17_Artsy,Q2_17_Artsy,Q3_17_Artsy,Q4_17_Artsy,Q1_16_Foodie,Q2_16_Foodie,Q3_16_Foodie,Q4_16_Foodie,Q1_17_Foodie,Q2_17_Foodie,Q3_17_Foodie,Q4_17_Foodie,Q1_16_Hipster,Q2_16_Hipster,Q3_16_Hipster,Q4_16_Hipster,Q1_17_Hipster,Q2_17_Hipster,Q3_17_Hipster,Q4_17_Hipster,Q1_16_Beautiful_Scenery,Q2_16_Beautiful_Scenery,Q3_16_Beautiful_Scenery,Q4_16_Beautiful_Scenery,Q1_17_Beautiful_Scenery,Q2_17_Beautiful_Scenery,Q3_17_Beautiful_Scenery,Q4_17_Beautiful_Scenery,Foodie_16,Foodie_17,lic_code_cat,district_cat,Nature_Exp,Family_Fun,Healthy_Lifestyle,Nightlife_Hotspot,Artsy,Foodie,Hipster,Beautiful_Scenery
paina lounge  restaurant,,1865 post st,10/7/2011,7/19/2015,1381,0,"1865 post st, San Francisco, CA, 94115",84982,paina restaurant and lounge,Japantown,100,2015,37.7850022,-122.4323961,Census Tract 155,6075015500,"http://en.wikipedia.org/wiki/Japantown,_San_Francisco,_California",1627,70757,40384,1596,41854,1473,27.2,822,222,258,119,0,3,39,0,106,44,335,103,315,258,176,97,19,1327,107,61,48058,68201,75570,105,42.6,8.1,1.8,1473,55,14.8,17.3,8,4.9,0,0.2,2.6,0,7.1,2.9,22.4,6.9,21.1,17.3,11.8,6.5,1.3,88.8,7.2,4.1,13.7,11.3,9.5,5.2,12.3,12,15.4,13,2.8,4.8,3622,45.7,1523,39.8,2099,53.3,533,2441,2176,265,2176,264,1912,42,58,24.5,89.1,10.9,100,12.1,87.9,2011,2015,10,7,arabi mediterranean cuisine,1,3.1,albona ristorante istriano llc,76.31,79.1,79.92,79.33,78.35,79.42,76.99,77.58,76.87,79.5,78.33,77.53,77.27,79.94,79.38,76.68,79.56,79.53,80,79.99,79.99,80,79.53,78.37,78.08,79.5,79.84,79.92,79.6,79.64,79.61,79.43,85.16,84.14,87.63,87.46,86.1,86.5,85.91,85.02,63,63.17,74.08,76.1,74.35,74.63,75.97,63.99,71.06,74.89,74.41,79.08,77.03,79.18,75.78,74.63,62.19,64.47,67.93,66.34,64.32,67.49,63.15,60.37,69.0875,72.235,-1,30,78.375,78.1875,79.62125,79.4525,85.99,70.66125,75.7575,64.5325
big lantern,,3170 16th st,12/21/2011,11/1/2017,2142,0,"3170 16th st, San Francisco, CA, 94103",93065,big lantern,Mission Dolores,84,2018,37.7650406,-122.4234894,Census Tract 202,6075020200,,3703,62650,43084,2099,38185,3378,28.5,1856,517,734,187,13,125,194,53,489,110,220,248,498,645,509,254,52,2868,217,325,54520,78630,84001,122,71.2,7.9,17.3,3378,54.4,15.2,21.5,5.5,3.4,0.4,3.7,5.7,1.6,14.3,3.2,6.5,7.3,14.6,18.9,14.9,7.4,1.5,84.1,6.4,9.5,8.6,7.5,8.6,6.3,15.2,13.5,8.3,19.8,5,7.2,6269,36.3,3474,37.4,2795,35.1,894,3390,3228,162,3228,539,2689,55.4,44.6,27.7,95.2,4.8,100,16.7,83.3,2011,2017,12,11,the american grilled cheese ki,1,4.3,pizzetta 211,61.86,64.29,71.25,71.27,67.26,73.67,69.38,60.49,65.54,66.36,72.64,65.65,73.42,62.28,68.46,72.37,55.13,57.96,61.79,60.33,61.12,56.55,56.9,54.15,14.36,15.64,31.41,24.49,32.54,19.63,15.89,16.07,53.8,53.53,59.52,61.51,56.74,55.35,56.41,47.27,32.9,27.29,56.64,64.94,56.69,74.76,42.13,16.23,24.7,35.76,27.3,54.61,33.83,46.83,24.29,44.03,16.8,16.5,18.55,19.8,18.05,16.45,16.96,18.94,45.4425,47.4525,-1,40,67.43375,68.34,57.99125,21.25375,55.51625,46.4475,36.41875,17.75625
sweet basil,,3221 mission st,7/18/2011,8/30/2017,2235,0,"3221 mission st, San Francisco, CA, 9411",88756,sweet basil thai cuisine,Mission,84.5,2018,37.755252,-122.419278,Census Tract 209,6075020900,http://www.sfgate.com/neighborhoods/sf/mission/,3065,60096,29653,1122,31014,2981,26.8,1104,664,784,161,0,139,106,57,364,44,110,176,486,575,527,358,39,2287,405,289,47407,71194,65333,83,72.9,2.7,6.3,2981,37,22.3,26.3,5.4,9,0,4.7,3.6,1.9,12.2,1.5,3.7,5.9,16.3,19.3,17.7,12,1.3,76.7,13.6,9.7,3.7,6.6,14.6,10.8,15.4,20.8,7.6,13.1,4.5,2.9,4372,34.9,2232,35.3,2140,34.5,651,1899,1742,157,1742,226,1516,51.1,48.9,37.4,91.7,8.3,100,13,87,2011,2017,7,8,michael mina,4,4.5,donairos pizza,55.03,64.61,72.14,64.89,60.65,69.2,65,58.83,40.97,51.87,55.58,51.06,47.45,48.34,42.27,46.89,35.89,36.14,38.65,49.3,41.35,40.75,35.37,34.52,24.24,25.55,27.9,30.71,30.55,28.45,28.43,24.23,61.34,61.7,64.01,65.24,66.56,62.73,62.68,50.35,9.67,16.6,31.37,43.04,51.26,48.03,32.72,12.13,30.41,29.94,46.88,36.34,45.23,61.23,31.26,34.97,31.43,30.52,43.37,31.82,30.53,30.19,25.46,29.76,25.17,36.035,-1,38,63.79375,48.05375,38.99625,27.5075,61.82625,30.6025,39.5325,31.635
cathay express restaurant,,720 14th st,10/1/2011,5/29/2015,1336,0,"720 14th st, San Francisco, CA, 94114",83572,cathay express restaurant,Duboce Triangle,87,2018,37.7678031,-122.4295005,Census Tract 169,6075016900,"http://en.wikipedia.org/wiki/Duboce_Triangle,_San_Francisco,_California",2714,116590,58429,1458,53031,2503,31.7,1575,214,558,172,0,129,184,46,302,103,155,158,571,644,117,82,63,1992,350,212,91020,105133,108409,26,84.5,5.9,0,2503,61.7,8.4,21.8,6.7,1.4,0,5.1,7.2,1.8,11.8,4,6.1,6.2,22.4,25.2,4.6,3.2,2.5,78,13.7,8.3,3.6,4.1,7,5,10,12.8,11.3,21.9,13.9,10.2,2924,38.6,1822,40.3,1102,35.4,308,1724,1589,135,1589,455,1134,62.3,37.7,19.4,92.2,7.8,100,28.6,71.4,2011,2015,10,5,contraband coffee llc,1,4.4,marengo on union,68.72,75.37,76.34,77.72,77.78,77.69,73.46,71.92,61.71,60.54,63.11,61.51,67.94,63.65,61.76,60.29,81.56,82.76,88.64,86.76,86.11,87.15,80.83,81.14,78.67,80,79.94,80,79.99,80,79.93,78.8,79.3,79.87,79.78,79.83,79.78,80,79.8,79.48,69.45,56.81,76.6,79.56,79.42,79.25,75.12,56.43,41.64,59.06,58.99,59.86,57.32,69.14,51.83,51.14,35.63,28.71,41.24,32.8,26.85,38.07,37.62,32.12,70.605,72.555,-1,14,74.875,62.56375,84.36875,79.66625,79.73,71.58,56.1225,34.13
chantal guillon,,1309 howard st,4/1/2011,12/30/2015,1734,0,"1309 howard st, San Francisco, CA, 94103",78669,chantal guillon,South of Market,98,2018,37.774677,-122.4132249,Census Tract 178.02,6075017802,http://www.sfgate.com/neighborhoods/sf/soma/,2057,81000,46335,1083,50757,1906,30.8,1091,275,497,55,0,18,126,65,238,10,97,96,639,335,245,51,23,1705,124,114,89091,112313,122694,114,58.8,5.5,21,1906,56.2,14.2,25.6,2.8,1.3,0,0.9,6.5,3.3,12.2,0.5,5,4.9,32.9,17.2,12.6,2.6,1.2,87.8,6.4,5.9,7.8,6.8,7.4,3.2,11.5,10.5,7,24.7,8.2,12.9,4516,38,2879,38.9,1637,35.8,524,2425,2214,211,2214,567,1647,63.8,36.2,23.7,91.3,8.7,100,25.6,74.4,2011,2015,4,12,thanh long restaurant,3,4.5,rich table,67.62,68.12,75.74,79.47,76.21,75.57,70.82,70.27,64.44,63.86,65.72,70.67,74.88,71.74,70.69,70.27,80,80,80,80.73,80,80,80,79.99,87.41,90.84,91.51,92.52,90.68,91.84,90.52,90.44,93.01,93.3,95.72,95.31,95.62,93.98,94.71,93.49,76.32,74.99,78.15,78.91,79.84,80,74.02,67.89,85.15,82.64,91.38,90.13,91.57,93.05,80,79.96,19.82,38.33,46.45,40.65,52.9,31.57,37.12,45.54,77.0925,75.4375,-1,62,72.9775,69.03375,80.09,90.72,94.3925,76.265,86.735,39.0475
rice paper scissors,,555 golden gate ave,11/14/2011,12/17/2015,1494,0,"555 golden gate ave, San Francisco, CA, 94102",88085,rice paper scissors,Civic Center,92.5,2018,37.7808655,-122.4196054,Census Tract 124.02,6075012402,"http://en.wikipedia.org/wiki/Civic_Center,_San_Francisco,_California",1439,44595,23441,1570,24228,1219,28.7,489,489,182,72,16,79,75,6,59,10,27,135,166,232,294,153,36,1056,199,33,18908,34463,45318,150,51.9,10.5,20.5,1219,38,38,14.1,5.6,4.3,1.2,6.1,5.8,0.5,4.6,0.8,2.1,10.5,12.9,18,22.8,11.9,2.8,82,15.5,2.6,26.5,19,11.1,10.1,10.5,13.1,5.7,1.6,0.3,2.1,3974,36.8,2410,38.9,1564,34,493,2517,2254,263,2254,94,2160,60.6,39.4,21.9,89.6,10.4,100,4.2,95.8,2011,2015,11,12,los trinos restaurant,2,4.3,union larder,71.59,75.85,79.32,77.89,77.86,78.23,73.77,74.08,63.45,69.44,73.4,69.09,68.3,70.15,70.04,66.59,80,80,81.07,80,80,80,79.97,79.89,79.7,80,80,80,79.99,80,80,79.98,85.06,85.2,87.13,86.94,86.61,87.93,86.45,86.31,68.72,67.51,75.3,78.7,77.73,77.06,75.15,66.24,71.86,72.53,74.11,76.16,75.2,78.22,72.56,70.5,63.57,63.69,67.23,67.69,70.52,61.51,64.33,65.59,72.5575,74.045,-1,7,76.07375,68.8075,80.11625,79.95875,86.45375,73.30125,73.8925,65.51625
marrakech moroccan restaurant,,419 o'farrell st,1/4/2012,1/24/2018,2212,0,"419 o'farrell st, San Francisco, CA, 94102",3800,marrakech morrocan restaurant,Tenderloin,94,2017,37.785924,-122.411629,Census Tract 123.01,6075012301,http://www.sfgate.com/neighborhoods/sf/tenderloin/,1179,44059,17251,1087,17660,1151,30.4,224,528,292,41,0,0,10,0,220,28,22,56,116,110,452,112,25,1048,88,15,13615,27172,38539,83,52.3,2.4,6.2,1151,19.5,45.9,25.4,3.6,5.7,0,0,0.9,0,19.1,2.4,1.9,4.9,10.1,9.6,39.3,9.7,2.2,91.1,7.6,1.3,31.9,22.1,8,12.3,11.9,7.3,0,5.8,0.8,0,2734,46.3,1746,46.1,988,46.6,365,1786,1559,227,1559,8,1551,63.9,36.1,23.4,87.3,12.7,100,0.5,99.5,2012,2018,1,1,spikes coffee  teas,1,4.5,the morning fix,54.01,58.55,73.98,72.02,70.59,68.75,53.6,66.18,60.56,67.78,68.88,68.01,64.39,68.03,56.44,61.1,87.29,85.95,86.86,89,87.86,89.42,86.17,85.98,91.96,94.06,93.68,94.55,93.38,95.02,95.07,93.44,92.96,93.09,95.56,95.22,95.08,94.5,93.7,94.15,76.78,79.37,81.34,80,80,80,79.83,77.77,84.44,81.84,87.84,89.18,86.04,87.16,86.61,79.82,76.58,75.65,78.02,78.75,78.4,79.48,73.22,78.03,79.3725,79.4,-1,65,64.71,64.39875,87.31625,93.895,94.2825,79.38625,85.36625,77.26625
hot cookie,,407 castro st,1/1/2012,10/26/2015,1394,0,"407 castro st, San Francisco, CA, 94114",85670,hot cookie,Castro,95,2018,37.7623322,-122.434944,Census Tract 206,6075020600,http://www.sfgate.com/neighborhoods/sf/castro/,3357,217786,82406,2020,75421,3046,29.6,2333,147,570,69,0,30,133,20,421,59,334,283,880,544,218,102,109,2513,215,405,103229,148410,152961,70,73.8,6.7,3.1,3046,74.5,4.7,18.2,2.2,0.4,0,1,4.2,0.6,13.4,1.9,10.7,9,28.1,17.4,7,3.3,3.5,80.2,6.9,12.9,5.8,4.5,4,4,9.2,12.9,8.3,15.9,11.9,23.4,4711,40.7,2974,42.6,1737,37.1,599,2807,2594,213,2594,954,1640,63.1,36.9,23.1,92.4,7.6,100,36.8,63.2,2012,2015,1,10,pho express,1,4,thai thai noodle 2,52.94,58.93,70.2,71.67,72.59,68.59,56.64,64.12,56.25,62.46,67.69,71.23,62.59,61.82,55.82,59.29,86.7,85.53,87.95,88.86,87.25,88.42,86.2,84.25,87.85,90.99,90.48,91.1,90.51,91.07,91.41,90.03,90.72,91.06,93.26,92.5,92.67,92.39,91.72,92.12,76.2,77.54,80,80.92,80,80,79.41,77.04,79.98,79.89,80,80,80,80.61,80,78.86,55.34,57.38,55.73,61.98,56.17,62.87,54.03,59.09,78.665,79.1125,-1,3,64.46,62.14375,86.895,90.43,92.055,78.88875,79.9175,57.82375
tout sweet patisserie,,170 o'farrell st,3/1/2012,12/31/2017,2131,0,"170 o'farrell st, San Francisco, CA, 94108",89900,tout sweet patisserie,Downtown / Union Square,93,2016,37.7867986,-122.4073963,Census Tract 117,6075011700,http://www.sfgate.com/neighborhoods/sf/unionsquare/,733,55747,27841,737,30855,685,19.1,234,180,139,0,0,13,56,0,114,71,47,57,102,126,55,54,0,578,58,59,23165,41735,56874,84,54.3,5.2,26.6,685,33.7,25.9,20,0,20.4,0,1.9,8.1,0,16.4,10.2,6.8,8.2,14.7,18.1,7.9,7.8,0,83.2,8.3,8.5,18.3,18.8,16.6,17,3.4,10,1.6,6.5,4.8,2.9,1783,43.6,988,44.3,795,42.4,292,1416,1012,404,1012,87,925,55.4,44.6,28.9,71.5,28.5,100,8.6,91.4,2012,2017,3,12,pearls deluxe burgers llc,1,4.6,cafe me,65.17,76.07,78.82,75.96,72.79,79.44,72.39,76.82,68.7,70.23,73.57,75.26,78.08,73.97,72.23,75.77,90.53,91.6,90.06,90.39,91.77,94.54,90.8,90.23,91.94,91.95,92.38,95.16,91.2,91.89,94.29,92.01,89.33,88.35,91.9,91.71,91.15,90.66,91.16,90.76,74.51,78.46,79.43,79.83,79.98,81.35,79.8,75.81,78.73,79.94,84.6,81.55,86.34,82.41,79.99,79.12,76.79,79.71,79.45,80,79.12,78.05,78.19,79.21,78.0575,79.235,-1,13,74.6825,73.47625,91.24,92.6025,90.6275,78.64625,81.585,78.815
swamp,,5423 geary bl,4/1/2012,2/22/2017,1788,0,"5423 geary bl, San Francisco, CA, 94121",90256,swamp restaurant,Inner Richmond,87,2018,37.7801158,-122.4777046,Census Tract 476,6075047600,http://www.sfgate.com/neighborhoods/sf/innerrichmond/,3137,99619,35493,1058,37306,2876,28.1,1454,487,656,180,0,98,102,27,309,218,233,194,421,770,371,153,104,2384,241,357,65682,83187,85930,117,67.1,4.4,5.1,2876,48.5,16.2,21.9,6,7.4,0,3.3,3.4,0.9,10.3,7.3,7.8,6.5,14,25.7,12.4,5.1,3.5,79.5,8,11.9,3.8,7.1,6.6,12.7,8.3,18.4,11.7,17.2,6.8,7.3,5137,41.4,2432,40.7,2705,42.2,1199,2338,2173,165,2173,890,1283,47.3,52.7,55.2,92.9,7.1,100,41,59,2012,2017,4,2,lolo valencia,2,4.5,happy shabu shabu,57.97,61.32,68,64.07,71.91,68.53,61.95,59.74,64.57,61.95,63.4,60.62,72.67,63.37,63.61,59.91,79.68,79.97,80,79.95,79.96,79.89,79.83,79.62,79.27,80,80,79.99,80,80,79.98,79.89,80,80,81.69,80.43,82.31,80.34,82.62,80,71.6,72.43,77.56,75.97,76.15,77.4,65.04,57.9,70.28,72.96,74.11,78.44,76.89,79.49,72.22,71.74,3.6,9.09,12.35,14.83,9.24,9.89,9.46,10.09,74.39,69.1225,-1,28,64.18625,63.7625,79.8625,79.89125,80.92375,71.75625,74.51625,9.81875
wasabi bistro japanese restaur,,524 castro st,6/1/2012,9/26/2017,1943,0,"524 castro st, San Francisco, CA, 94114",93189,wasabi bistro,Castro,86,2017,37.7604163,-122.4351905,Census Tract 205,6075020500,http://www.sfgate.com/neighborhoods/sf/castro/,1730,159662,65576,914,58465,1625,27,1205,158,233,26,0,15,128,13,173,35,96,171,385,329,157,70,80,1202,299,151,92473,117618,123183,30,75.4,4.5,3.8,1625,72.9,9.6,14.1,1.6,1.8,0,0.9,7.7,0.8,10.5,2.1,5.8,10.4,23.3,19.9,9.5,4.2,4.8,72.8,18.1,9.1,0.8,7.7,7.6,5.9,4.3,16.9,10.7,20,9.3,16.9,2583,42.6,1735,44.1,848,38.5,303,1397,1325,72,1325,548,777,67.2,32.8,22.9,94.8,5.2,100,41.4,58.6,2012,2017,6,9,sushi zen,2,4.2,lolo valencia,71.19,77.38,79.54,78.93,77.48,79.03,76.16,71.11,78.04,79.49,79.86,79.91,77.01,79.68,78.54,77.83,80,80,80,80,80,80,80,80,81.3,81.83,89.63,88.44,85.3,85.93,81.02,82.35,93.79,93.34,95.92,95.27,95.16,93.45,92.8,92.66,79.98,80,79.97,86.62,80,80,79.79,79.48,90.6,94.82,95.46,97.08,95.61,96,86.32,80,45.04,35.08,47.61,48.55,40.77,45.17,45.16,57.57,81.6425,79.8175,-1,3,76.3525,78.795,80,84.475,94.04875,80.73,91.98625,45.61875
subway sandwiches,,408 montgomery st,2/14/2012,10/16/2017,2071,0,"408 montgomery st, San Francisco, CA, 94108",93422,subway #28285,Financial District,93,2018,37.7932126,-122.4027199,Census Tract 117,6075011700,http://sanfrancisco.about.com/od/neighborhoodprofiles/ig/sfmaps/financial-district.htm,733,55747,27841,737,30855,685,19.1,234,180,139,0,0,13,56,0,114,71,47,57,102,126,55,54,0,578,58,59,23165,41735,56874,84,54.3,5.2,26.6,685,33.7,25.9,20,0,20.4,0,1.9,8.1,0,16.4,10.2,6.8,8.2,14.7,18.1,7.9,7.8,0,83.2,8.3,8.5,18.3,18.8,16.6,17,3.4,10,1.6,6.5,4.8,2.9,1783,43.6,988,44.3,795,42.4,292,1416,1012,404,1012,87,925,55.4,44.6,28.9,71.5,28.5,100,8.6,91.4,2012,2017,2,10,thanh tam ii restaurant,1,4.4,contraband coffee llc,51.57,58.1,67.79,70.21,72.38,68.9,58.04,63.35,55.59,61.38,68,70.68,64.69,63.85,58.61,61.48,87.73,87.32,89.72,89.76,88.4,89.09,87.43,85.86,85.81,90.19,88.99,90.01,89.6,90.13,90.31,88.41,90.32,90.82,92.64,91.98,92.27,92.24,91.44,91.88,76.23,77.28,80.08,82.36,81.2,80,79.24,76.23,79.95,79.78,80,79.99,79.95,80.49,79.99,78.17,46.59,53.08,38.52,54.84,39.8,52.59,45.08,50.3,78.9875,79.1675,-1,17,63.7925,63.035,88.16375,89.18125,91.69875,79.0775,79.79,47.6
subway sandwiches,,423 bush st,2/14/2012,10/16/2017,2071,0,"423 bush st, San Francisco, CA, 94108",93431,subway #12181,Downtown / Union Square,89,2017,37.7906111,-122.4045162,Census Tract 117,6075011700,http://www.sfgate.com/neighborhoods/sf/unionsquare/,733,55747,27841,737,30855,685,19.1,234,180,139,0,0,13,56,0,114,71,47,57,102,126,55,54,0,578,58,59,23165,41735,56874,84,54.3,5.2,26.6,685,33.7,25.9,20,0,20.4,0,1.9,8.1,0,16.4,10.2,6.8,8.2,14.7,18.1,7.9,7.8,0,83.2,8.3,8.5,18.3,18.8,16.6,17,3.4,10,1.6,6.5,4.8,2.9,1783,43.6,988,44.3,795,42.4,292,1416,1012,404,1012,87,925,55.4,44.6,28.9,71.5,28.5,100,8.6,91.4,2012,2017,2,10,socola chocolatier + barista,2,4.5,angkor borei restaurant,55.81,68.75,74.27,63.27,68.97,66.08,62.26,54.06,73.8,75.71,76.65,78.25,76.36,76.17,74.16,73.73,70.45,73.07,71.5,74.64,70.68,73.36,69.69,69.62,67.61,66.23,70.96,73.79,70.04,71.76,66.83,66.92,76.11,75.14,77.76,78.61,79.04,77.65,75.32,75.87,62.13,55.24,57.49,72.66,69.32,67.88,53.26,60.73,65.97,51.72,68.18,67.45,71.24,56.6,45.38,52.78,20.36,25.73,31.23,33.64,27.37,34.98,24.62,18.59,61.88,62.7975,-1,13,64.18375,75.60375,71.62625,69.2675,76.9375,62.33875,59.915,27.065
anda piroshki,,1727 haight st,7/9/2012,11/28/2016,1603,0,"1727 haight st, San Francisco, CA, 94117",75739,anda piroshki,Haight Ashbury,100,2016,37.7692883,-122.4512114,Census Tract 166,6075016600,http://www.sfgate.com/neighborhoods/sf/haight/,3909,160630,50954,1884,47558,3642,29.1,2353,466,718,138,0,134,126,10,453,67,350,299,815,640,504,163,139,3032,467,201,76597,99646,103375,18,81.4,5.3,6.4,3642,63.6,12.6,19.4,3.7,0.7,0,3.6,3.4,0.3,12.2,1.8,9.5,8.1,22,17.3,13.6,4.4,3.8,81.9,12.6,5.4,5.9,2.4,4.3,6.6,10,19.9,13,19.1,8.6,10.1,5069,33,2680,34.6,2389,31.6,660,2668,2480,188,2480,492,1988,52.9,47.1,26.6,93,7,100,19.8,80.2,2012,2016,7,11,the melt,1,4,nizarios pizza #2,67.16,77.98,77.14,79.23,74.65,79.16,68.33,62.78,71.34,70.66,68.27,65.1,74.05,72.04,71.55,72.01,75.52,75.23,75.33,76.95,74.99,74.52,75.08,73.43,75.34,76.64,79.42,79.97,78.33,79.73,77.25,79.13,79.69,79.78,80,79.86,79.74,79.17,79.5,79.25,70.79,76.34,73.14,79.29,79.19,79.22,77.4,71.46,66.56,70.38,78.12,79.13,78.76,78.91,70.92,57.35,29.33,29.09,39.57,30.86,29.28,30.89,26.37,29.9,74.89,76.8175,-1,22,73.30375,70.6275,75.13125,78.22625,79.62375,75.85375,72.51625,30.66125
the crepevine,"Restaurant 1,000 - 2,000 Sqft",216 church st,10/1/2012,12/22/2017,1908,0,"216 church st, San Francisco, CA, 94114",2643,the crepevine,Mission Dolores,93.5,2017,37.766903,-122.428954,Census Tract 203,6075020300,,2304,147843,65569,1158,58931,2106,26,1353,298,433,32,0,29,104,47,383,28,103,80,449,519,285,58,56,1701,287,153,100575,114440,114374,19,85.2,7.1,0,2106,63.2,13.9,20.2,1.5,1.2,0,1.4,4.9,2.2,17.9,1.3,4.8,3.7,21,24.2,13.3,2.7,2.6,79.4,13.4,7.1,1.5,1.4,3.6,7.6,6.8,21.6,6.6,21.5,12.4,17,3034,37.8,1865,39.4,1169,34.3,333,1782,1661,121,1661,449,1212,61.5,38.5,20,93.2,6.8,100,27,73,2012,2017,10,12,yama sushi restaurant,1,3.6,fuzio universal bistro,61.91,74.67,77.07,72.23,72.21,79.15,70.58,72.75,67.8,67.22,73.62,73.43,77.71,68.17,68.56,72.3,92.38,93.28,92.4,92.93,94.15,96.12,92.78,92.02,90.63,90.72,89.82,92.73,90.01,90.42,92.53,90.19,87.1,85.81,90.13,90.65,89.02,88.24,88.35,87.9,72.07,78.01,78.4,79.37,79.78,80,78.86,74.3,74.82,78.21,79.95,79.87,79.95,79.72,78.62,75.57,79.95,83.5,80,89.47,80,80,79.96,79.99,76.9625,78.235,1,40,72.57125,71.10125,93.2575,90.88125,88.4,77.59875,78.33875,81.60875
sam wo restaurant  bakery,,713 clay st,10/12/2012,5/31/2017,1692,0,"713 clay st, San Francisco, CA, 94108",92825,sam wo restaurant and bakery,Chinatown,86,2017,37.794238,-122.4051104,Census Tract 118,6075011800,http://www.sfgate.com/neighborhoods/sf/chinatown/,931,32698,17853,280,11875,770,25.1,128,419,211,6,0,0,28,9,83,22,14,38,176,47,193,170,12,683,58,51,23779,44174,56098,43,56.2,14.9,29.7,770,16.2,52.9,26.6,0.8,3.5,0,0,3.5,1.1,10.5,2.8,1.8,4.8,22.2,5.9,24.4,21.5,1.5,86.2,7.3,6.4,19.8,16.2,20.1,8.4,23.6,2.9,1.3,4.9,1.5,1.3,1500,50.3,728,48.3,772,52.4,373,800,695,105,695,13,682,48.5,51.5,53.7,86.9,13.1,100,1.9,98.1,2012,2017,10,5,wonglee llc,1,4.5,pectopah llc,7.05,16.21,8.63,11.05,13.29,10.69,8.37,16.71,0.17,8.17,4.16,3.52,0.31,1,0.22,7.39,8.3,8.24,8.39,8.82,12.32,8.62,8.35,8.18,3.11,3.23,5.29,5.4,4.56,3.84,3.64,2.7,13.81,14.25,18.99,18.66,19.99,18.92,13.84,17.6,0.16,0.26,3.41,5.11,3.95,4.84,2.53,1.22,4.08,3.75,6.42,7,5.87,7.36,2.26,10.03,0.01,0.01,0.06,0.06,2.89,0.01,0.01,0.02,2.235,3.135,-1,6,11.5,3.1175,8.9025,3.97125,17.0075,2.685,5.84625,0.38375
