alias,categories,display_phone,image_url,is_closed,location,name,price,rating,review_count,transactions,url,lat,long
sauce-belden-san-francisco-2,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",(415) 397-8800,https://s3-media4.fl.yelpcdn.com/bphoto/6neV_CV1KTTzAYUzaZLTJA/o.jpg,False,"{'address1': '56 Belden Pl', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94104', 'country': 'US', 'state': 'CA', 'display_address': ['56 Belden Pl', 'San Francisco, CA 94104']}",Sauce - Belden,$$,4.0,602,[],https://www.yelp.com/biz/sauce-belden-san-francisco-2?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.7914699, -122.40366
mission-rock-resort-san-francisco-2,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}]",(415) 701-7625,https://s3-media1.fl.yelpcdn.com/bphoto/DzAxE-kV8SZabpO9UDGI9g/o.jpg,False,"{'address1': '817 Terry Francois Blvd', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94158', 'country': 'US', 'state': 'CA', 'display_address': ['817 Terry Francois Blvd', 'San Francisco, CA 94158']}",Mission Rock Resort,$$,3.5,781,"['restaurant_reservation', 'pickup']",https://www.yelp.com/biz/mission-rock-resort-san-francisco-2?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.7655104, -122.3865683
the-elite-cafe-san-francisco-2,"[{'alias': 'cajun', 'title': 'Cajun/Creole'}, {'alias': 'southern', 'title': 'Southern'}, {'alias': 'newamerican', 'title': 'American (New)'}]",(415) 346-8400,https://s3-media2.fl.yelpcdn.com/bphoto/S5O6muxFSNKv3cb7Mc57nA/o.jpg,False,"{'address1': '2049 Fillmore St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94115', 'country': 'US', 'state': 'CA', 'display_address': ['2049 Fillmore St', 'San Francisco, CA 94115']}",The Elite Cafe,$$,3.5,1198,[],https://www.yelp.com/biz/the-elite-cafe-san-francisco-2?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.78858, -122.43403
cheese-boutique-san-francisco-2,"[{'alias': 'cheese', 'title': 'Cheese Shops'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'delis', 'title': 'Delis'}]",(415) 333-3390,https://s3-media4.fl.yelpcdn.com/bphoto/Qe2S6V6YdaA1MMnWU8dqgw/o.jpg,False,"{'address1': '660 Chenery St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94131', 'country': 'US', 'state': 'CA', 'display_address': ['660 Chenery St', 'San Francisco, CA 94131']}",Cheese Boutique,$,5.0,160,[],https://www.yelp.com/biz/cheese-boutique-san-francisco-2?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.73459, -122.43334
philz-coffee-san-francisco-26,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",(415) 321-1499,https://s3-media2.fl.yelpcdn.com/bphoto/Zak69w73FjBqD7YYgIMLfw/o.jpg,False,"{'address1': '5 Embarcadero Ctr', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94111', 'country': 'US', 'state': 'CA', 'display_address': ['5 Embarcadero Ctr', 'San Francisco, CA 94111']}",Philz Coffee,$,4.5,285,[],https://www.yelp.com/biz/philz-coffee-san-francisco-26?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.7943859062427, -122.39535972476
lys-vietnamese-cuisine-san-francisco,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}]",(415) 563-1927,https://s3-media1.fl.yelpcdn.com/bphoto/ktF75mPINYZtYBHLHboRMQ/o.jpg,False,"{'address1': '1779 Lombard St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94123', 'country': 'US', 'state': 'CA', 'display_address': ['1779 Lombard St', 'San Francisco, CA 94123']}",Ly's Vietnamese Cuisine,$$,4.5,346,['pickup'],https://www.yelp.com/biz/lys-vietnamese-cuisine-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.80029, -122.43063
massawa-restaurant-san-francisco-2,"[{'alias': 'ethiopian', 'title': 'Ethiopian'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]",(415) 621-4129,https://s3-media2.fl.yelpcdn.com/bphoto/f_-srGHdq-U9OofpoyC17g/o.jpg,False,"{'address1': '532 Green St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94133', 'country': 'US', 'state': 'CA', 'display_address': ['532 Green St', 'San Francisco, CA 94133']}",Massawa Restaurant,$$,4.5,220,"['delivery', 'pickup']",https://www.yelp.com/biz/massawa-restaurant-san-francisco-2?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.799714357237, -122.408007364852
street-restaurant-and-bar-san-francisco,"[{'alias': 'newamerican', 'title': 'American (New)'}]",(415) 775-1055,https://s3-media1.fl.yelpcdn.com/bphoto/6VS253YxIIDdlH6xGB_nLg/o.jpg,False,"{'address1': '2141 Polk St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94109', 'country': 'US', 'state': 'CA', 'display_address': ['2141 Polk St', 'San Francisco, CA 94109']}",Street Restaurant and Bar,$$,4.0,604,[],https://www.yelp.com/biz/street-restaurant-and-bar-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.7964394, -122.4220352
tartine-manufactory-san-francisco,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'newamerican', 'title': 'American (New)'}]",(415) 757-0007,https://s3-media1.fl.yelpcdn.com/bphoto/VA6VYoGMzqKeHCHHEtPIkQ/o.jpg,False,"{'address1': '595 Alabama St', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['595 Alabama St', 'San Francisco, CA 94110']}",Tartine Manufactory,$$,3.5,813,[],https://www.yelp.com/biz/tartine-manufactory-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.7618402321822, -122.41198167347
sociale-san-francisco,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",(415) 921-3200,https://s3-media4.fl.yelpcdn.com/bphoto/5FJmAyi5gH7lJcExQcF6Mw/o.jpg,False,"{'address1': '3665 Sacramento St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94118', 'country': 'US', 'state': 'CA', 'display_address': ['3665 Sacramento St', 'San Francisco, CA 94118']}",Sociale,$$$,4.0,627,[],https://www.yelp.com/biz/sociale-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.78714, -122.45294
wok-shop-cafe-san-francisco,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'soup', 'title': 'Soup'}]",(415) 771-2142,https://s3-media2.fl.yelpcdn.com/bphoto/ac0n0F93V0d61ZDInlAO6Q/o.jpg,False,"{'address1': '1307 Sutter St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94109', 'country': 'US', 'state': 'CA', 'display_address': ['1307 Sutter St', 'San Francisco, CA 94109']}",Wok Shop Cafe,$,4.0,538,"['pickup', 'delivery']",https://www.yelp.com/biz/wok-shop-cafe-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.7873544, -122.4220831
the-crepe-house-san-francisco,"[{'alias': 'creperies', 'title': 'Creperies'}, {'alias': 'bagels', 'title': 'Bagels'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",(415) 441-2421,https://s3-media3.fl.yelpcdn.com/bphoto/nYIYgWxM6kmoQihO25sc6g/o.jpg,False,"{'address1': '1755 Polk St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94109', 'country': 'US', 'state': 'CA', 'display_address': ['1755 Polk St', 'San Francisco, CA 94109']}",The Crepe House,$$,4.0,647,[],https://www.yelp.com/biz/the-crepe-house-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.7928486951186, -122.421197206307
zen-yai-thai-restaurant-san-francisco,"[{'alias': 'thai', 'title': 'Thai'}]",(415) 885-0725,https://s3-media4.fl.yelpcdn.com/bphoto/ocupzHU3CM85bYJdC8-QcA/o.jpg,False,"{'address1': '771 Ellis St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94109', 'country': 'US', 'state': 'CA', 'display_address': ['771 Ellis St', 'San Francisco, CA 94109']}",Zen Yai Thai Restaurant,$,4.0,570,['pickup'],https://www.yelp.com/biz/zen-yai-thai-restaurant-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.784028, -122.418941
dolce-amore-san-francisco,"[{'alias': 'modern_european', 'title': 'Modern European'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'desserts', 'title': 'Desserts'}]",(415) 674-7716,https://s3-media3.fl.yelpcdn.com/bphoto/uqYAsNuzi8MDyHHCSTigig/o.jpg,False,"{'address1': '1477 Van Ness Ave', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94109', 'country': 'US', 'state': 'CA', 'display_address': ['1477 Van Ness Ave', 'San Francisco, CA 94109']}",Dolce Amore,$$,4.0,408,"['pickup', 'restaurant_reservation']",https://www.yelp.com/biz/dolce-amore-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.78904, -122.42295
ayola-san-francisco,"[{'alias': 'greek', 'title': 'Greek'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",(415) 348-0808,https://s3-media1.fl.yelpcdn.com/bphoto/NaEoEjfckxhEwCWqMzrRuw/o.jpg,False,"{'address1': '118 New Montgomery St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94105', 'country': 'US', 'state': 'CA', 'display_address': ['118 New Montgomery St', 'San Francisco, CA 94105']}",Ayola,$,4.0,667,['pickup'],https://www.yelp.com/biz/ayola-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.7870726, -122.400273
the-irish-bank-bar-and-restaurant-san-francisco,"[{'alias': 'irish', 'title': 'Irish'}, {'alias': 'irish_pubs', 'title': 'Irish Pub'}]",(415) 788-7152,https://s3-media2.fl.yelpcdn.com/bphoto/XapKpydgEdkqb_tILCjMbg/o.jpg,False,"{'address1': '10 Mark Ln', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94108', 'country': 'US', 'state': 'CA', 'display_address': ['10 Mark Ln', 'San Francisco, CA 94108']}",The Irish Bank Bar & Restaurant,$$,3.5,957,[],https://www.yelp.com/biz/the-irish-bank-bar-and-restaurant-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.7904041670446, -122.404693587035
izzys-san-francisco-san-francisco,"[{'alias': 'steak', 'title': 'Steakhouses'}]",(415) 563-0487,https://s3-media2.fl.yelpcdn.com/bphoto/rjWGZfy9BCRhD0VoSpu7tA/o.jpg,False,"{'address1': '3345 Steiner St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94123', 'country': 'US', 'state': 'CA', 'display_address': ['3345 Steiner St', 'San Francisco, CA 94123']}",Izzy's San Francisco,$$$,3.5,934,"['restaurant_reservation', 'delivery']",https://www.yelp.com/biz/izzys-san-francisco-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.8003027, -122.4381084
souvla-san-francisco-3,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'greek', 'title': 'Greek'}]",(415) 400-5458,https://s3-media2.fl.yelpcdn.com/bphoto/zWdepWanMEHyq2QPotQgSA/o.jpg,False,"{'address1': '531 Divisadero St', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94117', 'country': 'US', 'state': 'CA', 'display_address': ['531 Divisadero St', 'San Francisco, CA 94117']}",Souvla,$$,4.0,315,[],https://www.yelp.com/biz/souvla-san-francisco-3?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.7745092706543, -122.437982037663
cafe-reverie-san-francisco,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",(415) 242-0200,https://s3-media4.fl.yelpcdn.com/bphoto/LWLh5Qrgi_TrqtFFL01vgA/o.jpg,False,"{'address1': '848 Cole St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94117', 'country': 'US', 'state': 'CA', 'display_address': ['848 Cole St', 'San Francisco, CA 94117']}",Cafe Reverie,$$,4.0,520,[],https://www.yelp.com/biz/cafe-reverie-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.766169, -122.449763
playground-san-francisco,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'karaoke', 'title': 'Karaoke'}, {'alias': 'lounges', 'title': 'Lounges'}]",(415) 929-1471,https://s3-media2.fl.yelpcdn.com/bphoto/QkcgldjYTjFyXyye4shExA/o.jpg,False,"{'address1': '1705 Buchanan St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94115', 'country': 'US', 'state': 'CA', 'display_address': ['1705 Buchanan St', 'San Francisco, CA 94115']}",Playground,$$,3.5,749,['pickup'],https://www.yelp.com/biz/playground-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.78575, -122.4301
moulin-rouge-restaurant-san-francisco,"[{'alias': 'diners', 'title': 'Diners'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",(415) 928-0158,https://s3-media1.fl.yelpcdn.com/bphoto/qc7TZjxgPBn8-2Ils6hjTg/o.jpg,False,"{'address1': '887 Geary St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94109', 'country': 'US', 'state': 'CA', 'display_address': ['887 Geary St', 'San Francisco, CA 94109']}",Moulin Rouge Restaurant,$,4.0,550,[],https://www.yelp.com/biz/moulin-rouge-restaurant-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.785998674523, -122.417838247267
la-santaneca-de-la-mission-san-francisco,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'salvadoran', 'title': 'Salvadoran'}]",(415) 285-2131,https://s3-media4.fl.yelpcdn.com/bphoto/_LIDyOv6OKk4m1McXiyx5g/o.jpg,False,"{'address1': '2815 Mission St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['2815 Mission St', 'San Francisco, CA 94110']}",La Santaneca De La Mission,$,4.0,332,[],https://www.yelp.com/biz/la-santaneca-de-la-mission-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.75192, -122.41814
the-plant-café-organic-san-francisco-10,"[{'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",(415) 931-2777,https://s3-media1.fl.yelpcdn.com/bphoto/oVenE3OeEdZD3kbk8AMpCA/o.jpg,False,"{'address1': '3352 Steiner St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94123', 'country': 'US', 'state': 'CA', 'display_address': ['3352 Steiner St', 'San Francisco, CA 94123']}",The Plant Café Organic,$$,3.5,925,"['pickup', 'delivery']",https://www.yelp.com/biz/the-plant-caf%C3%A9-organic-san-francisco-10?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.8003396729648, -122.437772130688
paulines-pizza-and-wine-bar-san-francisco-3,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}]",(415) 552-2050,https://s3-media3.fl.yelpcdn.com/bphoto/lTIk88SSeHwFJadIyMyHfQ/o.jpg,False,"{'address1': '260 Valencia St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94103', 'country': 'US', 'state': 'CA', 'display_address': ['260 Valencia St', 'San Francisco, CA 94103']}",Pauline's Pizza & Wine Bar,$$,4.0,619,['restaurant_reservation'],https://www.yelp.com/biz/paulines-pizza-and-wine-bar-san-francisco-3?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.76867, -122.42244
kaiju-eats-ramen-and-izakaya-san-francisco-3,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'izakaya', 'title': 'Izakaya'}]",(415) 742-4309,https://s3-media1.fl.yelpcdn.com/bphoto/pM13PNmP26cAWO3RzeI2MQ/o.jpg,False,"{'address1': '3409 Geary Blvd', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94118', 'country': 'US', 'state': 'CA', 'display_address': ['3409 Geary Blvd', 'San Francisco, CA 94118']}",Kaiju Eats Ramen and Izakaya,$$,4.0,604,['pickup'],https://www.yelp.com/biz/kaiju-eats-ramen-and-izakaya-san-francisco-3?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.781106, -122.455533
grubstake-san-francisco,"[{'alias': 'portuguese', 'title': 'Portuguese'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",(415) 673-8268,https://s3-media2.fl.yelpcdn.com/bphoto/NToCb4CsHmnSQpn3cJbhuA/o.jpg,False,"{'address1': '1525 Pine St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94109', 'country': 'US', 'state': 'CA', 'display_address': ['1525 Pine St', 'San Francisco, CA 94109']}",Grubstake,$$,3.5,1020,"['pickup', 'delivery']",https://www.yelp.com/biz/grubstake-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.7895257, -122.4208659
say-cheese-san-francisco,"[{'alias': 'cheese', 'title': 'Cheese Shops'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",(415) 665-5020,https://s3-media4.fl.yelpcdn.com/bphoto/oCP3OWfjCOieWIYvv5IZ5g/o.jpg,False,"{'address1': '856 Cole St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94117', 'country': 'US', 'state': 'CA', 'display_address': ['856 Cole St', 'San Francisco, CA 94117']}",Say Cheese,$$,4.5,299,[],https://www.yelp.com/biz/say-cheese-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.76607, -122.44975
big-joes-san-francisco,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",(415) 333-2878,https://s3-media2.fl.yelpcdn.com/bphoto/TMeckzIow_tmOQIRFRLC5g/o.jpg,False,"{'address1': '717 Monterey Blvd', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94127', 'country': 'US', 'state': 'CA', 'display_address': ['717 Monterey Blvd', 'San Francisco, CA 94127']}",Big Joe's,$$,4.0,452,['pickup'],https://www.yelp.com/biz/big-joes-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.73123, -122.45159
little-vietnam-cafe-san-francisco,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}]",(415) 876-0283,https://s3-media1.fl.yelpcdn.com/bphoto/5EFoD92X7zAkq_OUPqmF7w/o.jpg,False,"{'address1': '309 6th Ave', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94118', 'country': 'US', 'state': 'CA', 'display_address': ['309 6th Ave', 'San Francisco, CA 94118']}",Little Vietnam Cafe,$,4.0,487,[],https://www.yelp.com/biz/little-vietnam-cafe-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.782689, -122.4645661
credo-san-francisco,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'bars', 'title': 'Bars'}]",(415) 693-0360,https://s3-media1.fl.yelpcdn.com/bphoto/nRhvakas46yln1fFf3m8wQ/o.jpg,False,"{'address1': '360 Pine St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94104', 'country': 'US', 'state': 'CA', 'display_address': ['360 Pine St', 'San Francisco, CA 94104']}",Credo,$$,4.0,752,"['pickup', 'restaurant_reservation']",https://www.yelp.com/biz/credo-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.792134, -122.401989
kezar-pub-san-francisco-2,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",(415) 386-9292,https://s3-media2.fl.yelpcdn.com/bphoto/L6mDJWi2XIPMILGL4u3KrA/o.jpg,False,"{'address1': '770 Stanyan St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94117', 'country': 'US', 'state': 'CA', 'display_address': ['770 Stanyan St', 'San Francisco, CA 94117']}",Kezar Pub,$$,4.0,628,['pickup'],https://www.yelp.com/biz/kezar-pub-san-francisco-2?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.7678833007812, -122.452903747559
loving-hut-san-francisco,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",(415) 975-3888,https://s3-media1.fl.yelpcdn.com/bphoto/C6m05cX-Qd5Lon6IKwWOLg/o.jpg,False,"{'address1': '865 Market St', 'address2': 'Ste 12', 'address3': '', 'city': 'San Francisco', 'zip_code': '94103', 'country': 'US', 'state': 'CA', 'display_address': ['865 Market St', 'Ste 12', 'San Francisco, CA 94103']}",Loving Hut,$,4.0,590,[],https://www.yelp.com/biz/loving-hut-san-francisco?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.784308, -122.406015
crawstation-san-francisco-3,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cajun', 'title': 'Cajun/Creole'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",(415) 682-9980,https://s3-media3.fl.yelpcdn.com/bphoto/CEvAsUSGgALuga8emcWK_w/o.jpg,False,"{'address1': '1336 9th Ave', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94122', 'country': 'US', 'state': 'CA', 'display_address': ['1336 9th Ave', 'San Francisco, CA 94122']}",Crawstation,$$,3.5,902,"['pickup', 'restaurant_reservation', 'delivery']",https://www.yelp.com/biz/crawstation-san-francisco-3?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.76336, -122.46593
el-tonayense-taco-truck-san-francisco-4,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}]",(415) 559-0404,https://s3-media2.fl.yelpcdn.com/bphoto/gMSi7X2ZwVKVgMYUwTnfOg/o.jpg,False,"{'address1': '14th St & Harrison St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94103', 'country': 'US', 'state': 'CA', 'display_address': ['14th St & Harrison St', 'San Francisco, CA 94103']}",El Tonayense Taco Truck,$,4.0,433,['pickup'],https://www.yelp.com/biz/el-tonayense-taco-truck-san-francisco-4?adjust_creative=ioub20NTtBEv50vfXOuW_w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=ioub20NTtBEv50vfXOuW_w, 37.76869, -122.413452
