"business_id","date","description"
82145,"20170403","Unclean hands or improper use of gloves  [ date violation corrected: 4/5/2017 ]"
82145,"20170403","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 4/5/2017 ]"
82145,"20170403","Improper food storage  [ date violation corrected: 4/28/2017 ]"
82145,"20160606","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 6/14/2016 ]"
82145,"20160606","High risk vermin infestation  [ date violation corrected: 6/14/2016 ]"
82145,"20160606","Unclean or degraded floors walls or ceilings  [ date violation corrected: 6/14/2016 ]"
82145,"20160606","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 6/14/2016 ]"
82176,"20180105","Food safety certificate or food handler card not available"
82176,"20170815","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 8/18/2017 ]"
82176,"20170815","Insufficient hot water or running water  [ date violation corrected: 8/18/2017 ]"
82176,"20170728","Insufficient hot water or running water  [ date violation corrected: 8/18/2017 ]"
82176,"20170728","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 8/18/2017 ]"
82176,"20170714","Insufficient hot water or running water  [ date violation corrected: 8/18/2017 ]"
82176,"20170714","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 8/18/2017 ]"
82176,"20160912","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 7/14/2017 ]"
82176,"20160912","Food safety certificate or food handler card not available  [ date violation corrected: 7/14/2017 ]"
82196,"20171114","Moderate risk food holding temperature   [ date violation corrected: 11/14/2017 ]"
82196,"20171114","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 11/14/2017 ]"
82196,"20170412","Unclean or degraded floors walls or ceilings  [ date violation corrected: 4/20/2017 ]"
82196,"20170412","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 4/12/2017 ]"
82196,"20170412","Moderate risk food holding temperature   [ date violation corrected: 4/20/2017 ]"
82196,"20170412","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 4/20/2017 ]"
82196,"20160923","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 9/29/2016 ]"
82196,"20160923","High risk food holding temperature   [ date violation corrected: 9/29/2016 ]"
82196,"20160304","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 3/10/2016 ]"
82196,"20160304","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 9/23/2016 ]"
82196,"20160304","Moderate risk food holding temperature   [ date violation corrected: 3/10/2016 ]"
82207,"20171017","Foods not protected from contamination  [ date violation corrected: 10/31/2017 ]"
82207,"20171017","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 10/31/2017 ]"
82207,"20171017","Insufficient hot water or running water  [ date violation corrected: 10/31/2017 ]"
82207,"20171017","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 10/31/2017 ]"
82217,"20180503","Unclean or degraded floors walls or ceilings"
82217,"20180503","Low risk vermin infestation"
82217,"20180503","Unapproved or unmaintained equipment or utensils"
82217,"20170914","Other low risk violation  [ date violation corrected: 5/3/2018 ]"
82217,"20170914","Unclean or degraded floors walls or ceilings  [ date violation corrected: 5/3/2018 ]"
82217,"20170823","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 9/14/2017 ]"
82217,"20170823","Moderate risk vermin infestation  [ date violation corrected: 9/14/2017 ]"
82217,"20160324","Unclean nonfood contact surfaces  [ date violation corrected: 10/26/2016 ]"
82217,"20160324","Inadequate sewage or wastewater disposal  [ date violation corrected: 10/26/2016 ]"
82217,"20160324","Permit license or inspection report not posted  [ date violation corrected: 10/26/2016 ]"
82218,"20171020","Foods not protected from contamination  [ date violation corrected: 10/20/2017 ]"
82218,"20171020","Unclean or degraded floors walls or ceilings"
82218,"20171020","Low risk vermin infestation"
82218,"20171020","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 10/20/2017 ]"
82228,"20180424","Employee eating or smoking"
82228,"20180424","Unclean nonfood contact surfaces"
82228,"20180424","Foods not protected from contamination"
82228,"20180424","Improper cooling methods  [ date violation corrected: 4/24/2018 ]"
82228,"20180424","High risk vermin infestation  [ date violation corrected: 4/24/2018 ]"
82228,"20170925","Inadequate dressing rooms or improper storage of personal items  [ date violation corrected: 10/3/2017 ]"
82228,"20170925","Moderate risk vermin infestation  [ date violation corrected: 4/24/2018 ]"
82228,"20170925","High risk food holding temperature   [ date violation corrected: 10/3/2017 ]"
82228,"20170925","Noncompliance with shell fish tags or display  [ date violation corrected: 4/24/2018 ]"
82228,"20160909","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 9/21/2016 ]"
82228,"20160909","Foods not protected from contamination  [ date violation corrected: 9/21/2016 ]"
82228,"20160909","Inadequate dressing rooms or improper storage of personal items  [ date violation corrected: 9/21/2016 ]"
82228,"20160909","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 9/21/2016 ]"
82231,"20180201","Unclean or degraded floors walls or ceilings"
82231,"20180201","Unclean unmaintained or improperly constructed toilet facilities  [ date violation corrected: 2/22/2018 ]"
82231,"20180201","Moderate risk vermin infestation"
82231,"20180201","Food safety certificate or food handler card not available  [ date violation corrected: 2/22/2018 ]"
82231,"20180201","Unpermitted food facility  [ date violation corrected: 2/22/2018 ]"
82231,"20180201","Improper food labeling or menu misrepresentation  [ date violation corrected: 2/22/2018 ]"
82231,"20180201","Improper or defective plumbing  [ date violation corrected: 2/22/2018 ]"
82231,"20170706","Improper or defective plumbing  [ date violation corrected: 2/1/2018 ]"
82231,"20170706","Improper food storage  [ date violation corrected: 2/1/2018 ]"
82231,"20170706","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 2/1/2018 ]"
82231,"20170706","Unclean nonfood contact surfaces  [ date violation corrected: 2/1/2018 ]"
82231,"20170706","Low risk vermin infestation  [ date violation corrected: 2/1/2018 ]"
82231,"20170706","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 2/1/2018 ]"
82231,"20170706","Food in poor condition  [ date violation corrected: 2/1/2018 ]"
82231,"20160211","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 7/6/2017 ]"
82231,"20160211","Improper food storage  [ date violation corrected: 7/6/2017 ]"
82231,"20160211","Improper storage of equipment utensils or linens  [ date violation corrected: 7/6/2017 ]"
82231,"20160211","Improper or defective plumbing  [ date violation corrected: 7/6/2017 ]"
82232,"20180214","Insufficient hot water or running water"
82232,"20170530","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 2/14/2018 ]"
82232,"20170530","Permit license or inspection report not posted  [ date violation corrected: 2/14/2018 ]"
82232,"20170530","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 2/14/2018 ]"
82232,"20170530","Food safety certificate or food handler card not available  [ date violation corrected: 2/14/2018 ]"
82232,"20170530","Improper or defective plumbing  [ date violation corrected: 2/14/2018 ]"
82232,"20160928","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 9/28/2016 ]"
82232,"20160928","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 5/30/2017 ]"
82232,"20160928","Permit license or inspection report not posted  [ date violation corrected: 5/30/2017 ]"
82232,"20160428","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 5/13/2016 ]"
82232,"20160428","Unclean or degraded floors walls or ceilings  [ date violation corrected: 5/13/2016 ]"
82232,"20160428","Food safety certificate or food handler card not available  [ date violation corrected: 5/13/2016 ]"
82232,"20160428","Improper food storage  [ date violation corrected: 5/13/2016 ]"
82232,"20160428","Permit license or inspection report not posted  [ date violation corrected: 5/13/2016 ]"
82259,"20180524","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 7/2/2018 ]"
82259,"20180524","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 7/2/2018 ]"
82259,"20180524","Unclean or degraded floors walls or ceilings  [ date violation corrected: 7/2/2018 ]"
82259,"20180524","Unpermitted food facility  [ date violation corrected: 7/2/2018 ]"
82259,"20180524","High risk food holding temperature   [ date violation corrected: 7/2/2018 ]"
82259,"20180524","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 7/2/2018 ]"
82259,"20161208","Inadequate procedures or records for time as a public health control   [ date violation corrected: 5/24/2018 ]"
82259,"20161208","Unclean or degraded floors walls or ceilings  [ date violation corrected: 5/24/2018 ]"
82278,"20180412","Moderate risk vermin infestation"
82278,"20170227","Unclean nonfood contact surfaces  [ date violation corrected: 4/12/2018 ]"
82278,"20170227","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 4/12/2018 ]"
82290,"20180516","Moderate risk food holding temperature "
82290,"20180516","Unclean or degraded floors walls or ceilings"
82290,"20170901","Moderate risk food holding temperature   [ date violation corrected: 5/16/2018 ]"
82290,"20170901","No thermometers or uncalibrated thermometers   [ date violation corrected: 5/16/2018 ]"
82290,"20170901","Unclean or degraded floors walls or ceilings  [ date violation corrected: 5/16/2018 ]"
82290,"20160809","Moderate risk food holding temperature   [ date violation corrected: 11/23/2016 ]"
82290,"20160329","Foods not protected from contamination  [ date violation corrected: 5/20/2016 ]"
82290,"20160329","Moderate risk food holding temperature   [ date violation corrected: 5/20/2016 ]"
82290,"20160329","Unclean hands or improper use of gloves  [ date violation corrected: 5/20/2016 ]"
82290,"20150910","Moderate risk food holding temperature   [ date violation corrected: 9/10/2015 ]"
82290,"20150910","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 9/10/2015 ]"
82315,"20161020","Other low risk violation  [ date violation corrected: 12/12/2017 ]"
82315,"20161020","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 12/12/2017 ]"
82315,"20160225","Food safety certificate or food handler card not available  [ date violation corrected: 10/20/2016 ]"
82315,"20160225","High risk food holding temperature   [ date violation corrected: 10/20/2016 ]"
82315,"20160225","Unclean nonfood contact surfaces  [ date violation corrected: 10/20/2016 ]"
82324,"20180507","Improper or defective plumbing  [ date violation corrected: 5/8/2018 ]"
82337,"20180130","Moderate risk vermin infestation"
82337,"20180130","Improper food storage"
82337,"20161207","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 1/30/2018 ]"
82337,"20161207","Moderate risk food holding temperature   [ date violation corrected: 1/30/2018 ]"
82337,"20161207","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 1/30/2018 ]"
82337,"20161207","Low risk vermin infestation  [ date violation corrected: 1/30/2018 ]"
82339,"20170613","Moderate risk food holding temperature   [ date violation corrected: 6/15/2017 ]"
82339,"20170613","Improper food storage  [ date violation corrected: 6/15/2017 ]"
82339,"20170613","Improper thawing methods   [ date violation corrected: 6/15/2017 ]"
82339,"20170613","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 6/15/2017 ]"
82339,"20170613","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 6/15/2017 ]"
82339,"20170613","Unclean or unsanitary food contact surfaces  [ date violation corrected: 6/15/2017 ]"
82339,"20170613","High risk vermin infestation  [ date violation corrected: 6/15/2017 ]"
82339,"20160902","Unclean or degraded floors walls or ceilings  [ date violation corrected: 9/6/2016 ]"
82339,"20160902","Foods not protected from contamination  [ date violation corrected: 9/6/2016 ]"
82339,"20160902","Employee eating or smoking  [ date violation corrected: 9/6/2016 ]"
82339,"20160902","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 9/6/2016 ]"
82339,"20160902","High risk food holding temperature   [ date violation corrected: 9/6/2016 ]"
82339,"20160902","High risk vermin infestation  [ date violation corrected: 9/6/2016 ]"
82339,"20160902","Contaminated or adulterated food  [ date violation corrected: 9/6/2016 ]"
82340,"20170929","Low risk vermin infestation  [ date violation corrected: 4/27/2018 ]"
82340,"20170323","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 9/29/2017 ]"
82345,"20171017","Unapproved or unmaintained equipment or utensils"
82345,"20171012","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 10/17/2017 ]"
82345,"20171012","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 10/17/2017 ]"
82345,"20171012","High risk food holding temperature   [ date violation corrected: 10/17/2017 ]"
82345,"20171012","Unclean or degraded floors walls or ceilings  [ date violation corrected: 10/17/2017 ]"
82345,"20171012","Permit license or inspection report not posted  [ date violation corrected: 10/17/2017 ]"
82345,"20170223","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 10/12/2017 ]"
82345,"20170223","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 2/23/2017 ]"
82345,"20170214","Unsanitary employee garments hair or nails  [ date violation corrected: 2/23/2017 ]"
82345,"20170214","Permit license or inspection report not posted  [ date violation corrected: 2/23/2017 ]"
82345,"20170214","Unclean or degraded floors walls or ceilings  [ date violation corrected: 2/23/2017 ]"
82345,"20170214","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 2/23/2017 ]"
82345,"20170214","Moderate risk food holding temperature   [ date violation corrected: 2/23/2017 ]"
82345,"20170214","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 2/23/2017 ]"
82345,"20160624","Permit license or inspection report not posted  [ date violation corrected: 2/14/2017 ]"
82345,"20160624","Improper cooking time or temperatures  [ date violation corrected: 2/14/2017 ]"
82345,"20160624","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 2/14/2017 ]"
82345,"20160624","Food safety certificate or food handler card not available  [ date violation corrected: 2/14/2017 ]"
82345,"20160624","Unclean or degraded floors walls or ceilings  [ date violation corrected: 2/14/2017 ]"
82345,"20160624","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 6/24/2016 ]"
82351,"20170617","Unclean nonfood contact surfaces"
82351,"20170617","Discharge from employee nose mouth or eye"
82351,"20170127","Insufficient hot water or running water  [ date violation corrected: 6/16/2017 ]"
82351,"20170127","Inadequate warewashing facilities or equipment  [ date violation corrected: 6/16/2017 ]"
82351,"20160122","Inadequate warewashing facilities or equipment  [ date violation corrected: 1/27/2017 ]"
82351,"20150831","Moderate risk food holding temperature   [ date violation corrected: 8/31/2015 ]"
82351,"20150831","No thermometers or uncalibrated thermometers   [ date violation corrected: 8/31/2015 ]"
82354,"20180510","Permit license or inspection report not posted"
82354,"20170127","Unclean or degraded floors walls or ceilings  [ date violation corrected: 5/10/2018 ]"
82354,"20170127","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 5/10/2018 ]"
82354,"20170127","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 5/10/2018 ]"
82354,"20160713","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 1/27/2017 ]"
82354,"20151125","Unclean or degraded floors walls or ceilings  [ date violation corrected: 7/13/2016 ]"
82354,"20151125","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 7/13/2016 ]"
82354,"20151125","High risk food holding temperature   [ date violation corrected: 7/13/2016 ]"
82354,"20151125","Unclean or unsanitary food contact surfaces  [ date violation corrected: 7/13/2016 ]"
82361,"20170731","Unclean or degraded floors walls or ceilings  [ date violation corrected: 9/6/2017 ]"
82361,"20170731","Improper or defective plumbing  [ date violation corrected: 9/6/2017 ]"
82361,"20170731","Foods not protected from contamination  [ date violation corrected: 9/6/2017 ]"
82361,"20170731","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 9/6/2017 ]"
82361,"20170731","Unclean or unsanitary food contact surfaces  [ date violation corrected: 9/6/2017 ]"
82361,"20170731","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 9/6/2017 ]"
82361,"20170731","Moderate risk food holding temperature   [ date violation corrected: 9/6/2017 ]"
82361,"20170731","Inadequate or unsanitary refuse containers or area or no garbage service  [ date violation corrected: 9/6/2017 ]"
82361,"20170731","High risk vermin infestation  [ date violation corrected: 9/6/2017 ]"
82361,"20170731","Improper food storage  [ date violation corrected: 9/6/2017 ]"
82361,"20160720","Moderate risk food holding temperature   [ date violation corrected: 8/11/2016 ]"
82361,"20160720","Low risk vermin infestation  [ date violation corrected: 7/31/2017 ]"
82361,"20160720","Insufficient hot water or running water  [ date violation corrected: 8/11/2016 ]"
82361,"20160720","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 8/11/2016 ]"
82361,"20160720","Unclean or degraded floors walls or ceilings  [ date violation corrected: 8/11/2016 ]"
82361,"20160720","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 7/31/2017 ]"
82361,"20160720","Improper food storage  [ date violation corrected: 8/11/2016 ]"
82361,"20160720","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 7/20/2016 ]"
82361,"20160720","Food safety certificate or food handler card not available  [ date violation corrected: 7/31/2017 ]"
82361,"20160720","Improper or defective plumbing  [ date violation corrected: 8/11/2016 ]"
82361,"20160720","Improper thawing methods   [ date violation corrected: 8/11/2016 ]"
82361,"20150731","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 7/31/2015 ]"
82361,"20150731","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 7/20/2016 ]"
82361,"20150731","Improper or defective plumbing  [ date violation corrected: 7/20/2016 ]"
82361,"20150731","Unclean or degraded floors walls or ceilings  [ date violation corrected: 7/20/2016 ]"
82373,"20171010","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 10/10/2017 ]"
82373,"20171010","Moderate risk food holding temperature   [ date violation corrected: 10/10/2017 ]"
82373,"20160415","Unclean unmaintained or improperly constructed toilet facilities  [ date violation corrected: 4/15/2016 ]"
82373,"20160415","Improper thawing methods   [ date violation corrected: 4/15/2016 ]"
82373,"20160415","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 4/15/2016 ]"
82373,"20160122","High risk food holding temperature   [ date violation corrected: 4/15/2016 ]"
82373,"20160122","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 4/15/2016 ]"
82376,"20180215","High risk vermin infestation  [ date violation corrected: 3/19/2018 ]"
82376,"20180215","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 3/19/2018 ]"
82376,"20180215","Improper storage use or identification of toxic substances  [ date violation corrected: 3/19/2018 ]"
82376,"20180215","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 3/19/2018 ]"
82376,"20180215","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 3/19/2018 ]"
82376,"20170214","Insufficient hot water or running water  [ date violation corrected: 3/1/2017 ]"
82376,"20170214","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 3/1/2017 ]"
82376,"20170214","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 2/15/2018 ]"
82376,"20160720","Insufficient hot water or running water  [ date violation corrected: 2/14/2017 ]"
82376,"20160720","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 2/14/2017 ]"
82376,"20160720","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 2/14/2017 ]"
82376,"20160720","Foods not protected from contamination  [ date violation corrected: 2/14/2017 ]"
82376,"20150730","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 8/20/2015 ]"
82376,"20150730","Food safety certificate or food handler card not available  [ date violation corrected: 8/20/2015 ]"
82376,"20150730","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 8/20/2015 ]"
82376,"20150730","Improper food storage  [ date violation corrected: 8/20/2015 ]"
82388,"20180416","Moderate risk food holding temperature "
82388,"20180416","Improper or defective plumbing"
82388,"20180416","Moderate risk vermin infestation"
82388,"20180416","Improper food storage  [ date violation corrected: 4/16/2018 ]"
82388,"20170130","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 4/16/2018 ]"
82388,"20170130","Improper food storage  [ date violation corrected: 4/16/2018 ]"
82388,"20170130","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 1/30/2017 ]"
82394,"20170426","Reservice of previously served foods  [ date violation corrected: 5/30/2017 ]"
82394,"20170426","Employee eating or smoking  [ date violation corrected: 5/30/2017 ]"
82394,"20170426","Inadequate dressing rooms or improper storage of personal items  [ date violation corrected: 5/30/2017 ]"
82394,"20160618","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 1/25/2017 ]"
82394,"20160618","Unclean or degraded floors walls or ceilings  [ date violation corrected: 1/25/2017 ]"
82394,"20160618","High risk food holding temperature   [ date violation corrected: 6/18/2016 ]"
82413,"20171204","Inadequate dressing rooms or improper storage of personal items  [ date violation corrected: 12/20/2017 ]"
82413,"20171204","Improper storage of equipment utensils or linens  [ date violation corrected: 12/20/2017 ]"
82413,"20171204","Unclean hands or improper use of gloves  [ date violation corrected: 12/20/2017 ]"
82413,"20171204","Improper or defective plumbing  [ date violation corrected: 12/20/2017 ]"
82413,"20171204","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 12/20/2017 ]"
82413,"20170124","High risk food holding temperature   [ date violation corrected: 2/2/2017 ]"
82413,"20170124","Moderate risk vermin infestation  [ date violation corrected: 2/24/2017 ]"
82413,"20170124","Foods not protected from contamination  [ date violation corrected: 2/2/2017 ]"
82413,"20150925","Unclean or unsanitary food contact surfaces  [ date violation corrected: 10/14/2015 ]"
82413,"20150925","Unclean hands or improper use of gloves  [ date violation corrected: 10/14/2015 ]"
82413,"20150925","High risk food holding temperature   [ date violation corrected: 10/14/2015 ]"
82413,"20150814","Unclean or unsanitary food contact surfaces  [ date violation corrected: 8/28/2015 ]"
82413,"20150814","Moderate risk food holding temperature   [ date violation corrected: 8/28/2015 ]"
82413,"20150814","Improper cooling methods  [ date violation corrected: 8/28/2015 ]"
82416,"20180503","Improper cooling methods  [ date violation corrected: 5/3/2018 ]"
82416,"20180503","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 5/3/2018 ]"
82416,"20170518","Low risk vermin infestation  [ date violation corrected: 5/25/2017 ]"
82416,"20170518","Moderate risk food holding temperature   [ date violation corrected: 5/25/2017 ]"
82416,"20170518","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 5/25/2017 ]"
82416,"20170518","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 5/25/2017 ]"
82416,"20160721","Unclean hands or improper use of gloves  [ date violation corrected: 5/18/2017 ]"
82416,"20160721","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 5/18/2017 ]"
82416,"20160721","Low risk vermin infestation  [ date violation corrected: 5/18/2017 ]"
82416,"20160721","Improper food storage  [ date violation corrected: 5/18/2017 ]"
82429,"20180622","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 6/22/2018 ]"
82429,"20180622","Unclean or degraded floors walls or ceilings"
82429,"20171114","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 11/14/2017 ]"
82429,"20160929","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 9/29/2016 ]"
82429,"20160315","Unclean or unsanitary food contact surfaces  [ date violation corrected: 3/18/2016 ]"
82453,"20171020","Improper storage of equipment utensils or linens"
82453,"20171020","Foods not protected from contamination"
82453,"20171020","Inadequate food safety knowledge or lack of certified food safety manager"
82453,"20160923","High risk food holding temperature   [ date violation corrected: 9/23/2016 ]"
82453,"20160923","Unclean or degraded floors walls or ceilings  [ date violation corrected: 1/24/2017 ]"
82453,"20160923","Inadequate ventilation or lighting  [ date violation corrected: 1/24/2017 ]"
82453,"20160923","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 1/24/2017 ]"
82453,"20160121","Inadequate warewashing facilities or equipment  [ date violation corrected: 9/23/2016 ]"
82453,"20151025","Food safety certificate or food handler card not available  [ date violation corrected: 9/23/2016 ]"
82453,"20151025","Improper food storage  [ date violation corrected: 1/21/2016 ]"
82453,"20151025","High risk food holding temperature   [ date violation corrected: 1/21/2016 ]"
82466,"20170901","Moderate risk food holding temperature "
82466,"20170901","Improper food storage"
82466,"20170901","Unapproved or unmaintained equipment or utensils"
82466,"20161206","Inadequate procedures or records for time as a public health control   [ date violation corrected: 9/1/2017 ]"
82466,"20161206","Improper storage use or identification of toxic substances  [ date violation corrected: 9/1/2017 ]"
82466,"20161206","Unclean or degraded floors walls or ceilings  [ date violation corrected: 9/1/2017 ]"
82466,"20160217","Moderate risk food holding temperature   [ date violation corrected: 6/1/2016 ]"
82466,"20160217","Unclean or degraded floors walls or ceilings  [ date violation corrected: 6/1/2016 ]"
82466,"20160217","Unclean hands or improper use of gloves  [ date violation corrected: 6/1/2016 ]"
82466,"20160217","Moderate risk vermin infestation  [ date violation corrected: 6/1/2016 ]"
82472,"20180104","Unapproved or unmaintained equipment or utensils"
82472,"20180104","Improper food storage"
82472,"20180104","Improper storage use or identification of toxic substances"
82472,"20161005","Moderate risk food holding temperature   [ date violation corrected: 1/4/2018 ]"
82472,"20161005","Unclean or unsanitary food contact surfaces  [ date violation corrected: 10/5/2016 ]"
82472,"20161005","Permit license or inspection report not posted  [ date violation corrected: 1/4/2018 ]"
82472,"20161005","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 1/4/2018 ]"
82472,"20160204","Food safety certificate or food handler card not available  [ date violation corrected: 10/5/2016 ]"
82472,"20160204","Foods not protected from contamination  [ date violation corrected: 10/5/2016 ]"
82472,"20160204","Unclean or unsanitary food contact surfaces  [ date violation corrected: 10/5/2016 ]"
82476,"20171117","Inadequate warewashing facilities or equipment  [ date violation corrected: 12/15/2017 ]"
82476,"20161109","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 11/17/2017 ]"
82476,"20161109","No thermometers or uncalibrated thermometers   [ date violation corrected: 11/17/2017 ]"
82485,"20180411","Unclean or degraded floors walls or ceilings"
82485,"20180411","Improper storage of equipment utensils or linens"
82485,"20180411","Unapproved or unmaintained equipment or utensils"
82485,"20180411","Foods not protected from contamination  [ date violation corrected: 4/11/2018 ]"
82485,"20180411","High risk food holding temperature   [ date violation corrected: 4/18/2018 ]"
82485,"20180411","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 4/18/2018 ]"
82485,"20160801","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 8/16/2016 ]"
82485,"20160801","Improper or defective plumbing  [ date violation corrected: 8/16/2016 ]"
82485,"20160801","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 8/16/2016 ]"
82485,"20160801","Unclean or degraded floors walls or ceilings  [ date violation corrected: 8/16/2016 ]"
82485,"20160801","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 8/16/2016 ]"
82538,"20180222","Moderate risk vermin infestation  [ date violation corrected: 2/22/2018 ]"
82538,"20170321","High risk food holding temperature   [ date violation corrected: 3/29/2017 ]"
82538,"20160621","Inadequate warewashing facilities or equipment  [ date violation corrected: 3/21/2017 ]"
82538,"20160621","Moderate risk vermin infestation  [ date violation corrected: 3/21/2017 ]"
82538,"20160621","Other moderate risk violation  [ date violation corrected: 3/21/2017 ]"
82538,"20160621","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 3/21/2017 ]"
82550,"20180323","Improper food storage  [ date violation corrected: 4/2/2018 ]"
82550,"20170920","Food safety certificate or food handler card not available"
82550,"20170920","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 9/20/2017 ]"
82550,"20160812","Inadequate warewashing facilities or equipment  [ date violation corrected: 9/20/2017 ]"
82550,"20160812","Moderate risk food holding temperature   [ date violation corrected: 9/20/2017 ]"
82550,"20160812","Improperly washed fruits and vegetables  [ date violation corrected: 9/20/2017 ]"
82550,"20160812","Unclean or degraded floors walls or ceilings  [ date violation corrected: 9/20/2017 ]"
82550,"20160301","Moderate risk vermin infestation  [ date violation corrected: 3/24/2016 ]"
82550,"20160301","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 3/24/2016 ]"
82557,"20171018","Other moderate risk violation"
82557,"20171018","Moderate risk food holding temperature "
82563,"20180515","Inadequate and inaccessible handwashing facilities"
82563,"20180515","Improper food storage"
82563,"20180515","Unclean or degraded floors walls or ceilings"
82563,"20170630","Improper food storage  [ date violation corrected: 5/15/2018 ]"
